responseTime,prolificID,userID,questionNum,response,loadTime,questionID,selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,error,absError,correct,anchor,alignment
3.425,67db18ef992b8dff9d1d608d,48,52.0,54,2025-04-22 21:00:47.421,4565.0,50,aligned,anchor,0,0,0,50 and 100,50,line,48,F,4.0,4.0,False,anchor,aligned
5.835,64d53aae0f3f7317f6eb617e,47,82.0,23,2025-04-22 21:00:46.301,4499.0,21,far-from-aligned,near-anchor,4,6,1,75,60,line,47,A,2.0,2.0,False,non-anchor,unaligned
7.273,6712ca8249c869f048adeb8a,46,63.0,20,2025-04-22 21:00:46.516,4384.0,18,far-from-aligned,far-anchor,7,5,2,50,37,pie,46,B,2.0,2.0,False,non-anchor,unaligned
3.22,67db18ef992b8dff9d1d608d,48,53.0,56,2025-04-22 21:00:50.874,4566.0,51,far-from-aligned,far-anchor,1,8,1,25,33,pie,48,A,5.0,5.0,False,non-anchor,unaligned
4.221,64d53aae0f3f7317f6eb617e,47,83.0,16,2025-04-22 21:00:52.190,4500.0,15,near-aligned,far-anchor,10,2,0,75,58,line,47,G,1.0,1.0,False,non-anchor,unaligned
3.609,67db18ef992b8dff9d1d608d,48,54.0,14,2025-04-22 21:00:54.121,4567.0,17,aligned,far-anchor,8,0,2,75,75,pie,48,C,-3.0,3.0,False,non-anchor,aligned
14.24,63cc88cff0f86e1bdec22290,44,33.0,44,2025-04-22 21:00:45.408,4162.0,45,aligned,far-anchor,5,0,0,75,30,line,44,E,-1.0,1.0,False,non-anchor,aligned
3.077,64d53aae0f3f7317f6eb617e,47,84.0,24,2025-04-22 21:00:57.567,4501.0,24,aligned,near-anchor,1,0,1,75,51,pie,47,D,0.0,0.0,True,non-anchor,aligned
3.797,67db18ef992b8dff9d1d608d,48,55.0,20,2025-04-22 21:00:57.759,4568.0,27,far-from-aligned,near-anchor,2,10,2,75,38,pie,48,B,-7.0,7.0,False,non-anchor,unaligned
9.896,6712ca8249c869f048adeb8a,46,64.0,21,2025-04-22 21:00:53.850,4385.0,31,far-from-aligned,far-anchor,6,7,1,75,37,line,46,G,-10.0,10.0,False,non-anchor,unaligned
3.413,67db18ef992b8dff9d1d608d,48,56.0,20,2025-04-22 21:01:01.586,4569.0,23,near-aligned,near-anchor,2,1,2,0 and 25,1,pie,48,F,-3.0,3.0,False,non-anchor,unaligned
5.418,63cc88cff0f86e1bdec22290,44,34.0,50,2025-04-22 21:00:59.722,4163.0,50,aligned,anchor,0,0,0,50 and 100,50,pie,44,A,0.0,0.0,True,anchor,aligned
6.384,64d53aae0f3f7317f6eb617e,47,85.0,26,2025-04-22 21:01:00.725,4502.0,27,far-from-aligned,near-anchor,2,8,2,75,40,pie,47,G,-1.0,1.0,False,non-anchor,unaligned
4.33,6712ca8249c869f048adeb8a,46,65.0,20,2025-04-22 21:01:03.802,4386.0,16,aligned,far-anchor,9,0,1,50,50,pie,46,A,4.0,4.0,False,non-anchor,aligned
3.435,67db18ef992b8dff9d1d608d,48,57.0,54,2025-04-22 21:01:05.028,4570.0,53,near-aligned,far-anchor,3,1,2,0,1,pie,48,C,1.0,1.0,False,non-anchor,unaligned
4.666,64d53aae0f3f7317f6eb617e,47,86.0,26,2025-04-22 21:01:07.161,4503.0,25,near-aligned,anchor,0,2,0,75 and 100,73,pie,47,F,1.0,1.0,False,anchor,unaligned
3.811,6712ca8249c869f048adeb8a,46,66.0,31,2025-04-22 21:01:08.190,4387.0,39,far-from-aligned,far-anchor,11,5,1,25,20,pie,46,E,-8.0,8.0,False,non-anchor,unaligned
4.388,67db18ef992b8dff9d1d608d,48,58.0,45,2025-04-22 21:01:08.494,4571.0,47,aligned,near-anchor,3,0,2,50,50,line,48,A,-2.0,2.0,False,non-anchor,aligned
9.516,63cc88cff0f86e1bdec22290,44,35.0,13,2025-04-22 21:01:05.266,4164.0,16,near-aligned,far-anchor,9,2,1,100,82,pie,44,A,-3.0,3.0,False,non-anchor,unaligned
3.814,64d53aae0f3f7317f6eb617e,47,87.0,20,2025-04-22 21:01:11.881,4504.0,19,aligned,far-anchor,6,0,1,50,50,pie,47,F,1.0,1.0,False,non-anchor,aligned
3.721,67db18ef992b8dff9d1d608d,48,59.0,16,2025-04-22 21:01:12.909,4572.0,18,aligned,far-anchor,7,0,2,50,32,pie,48,C,-2.0,2.0,False,non-anchor,aligned
6.216,6712ca8249c869f048adeb8a,46,67.0,27,2025-04-22 21:01:12.058,4388.0,27,aligned,near-anchor,2,0,2,100,73,line,46,F,0.0,0.0,True,non-anchor,aligned
3.517,67db18ef992b8dff9d1d608d,48,60.0,14,2025-04-22 21:01:19.181,4573.0,21,aligned,near-anchor,4,0,1,25,25,pie,48,D,-7.0,7.0,False,non-anchor,aligned
8.643,64d53aae0f3f7317f6eb617e,47,88.0,44,2025-04-22 21:01:15.758,4505.0,43,near-aligned,far-anchor,7,2,2,75,30,line,47,D,1.0,1.0,False,non-anchor,unaligned
6.25,6712ca8249c869f048adeb8a,46,68.0,29,2025-04-22 21:01:18.328,4389.0,30,aligned,far-anchor,5,0,0,50,20,line,46,C,-1.0,1.0,False,non-anchor,aligned
4.256,67db18ef992b8dff9d1d608d,48,61.0,42,2025-04-22 21:01:22.726,4574.0,42,near-aligned,far-anchor,8,1,2,75,32,line,48,D,0.0,0.0,True,non-anchor,unaligned
3.68,64d53aae0f3f7317f6eb617e,47,89.0,15,2025-04-22 21:01:24.457,4506.0,15,far-from-aligned,far-anchor,10,6,0,50,44,pie,47,B,0.0,0.0,True,non-anchor,unaligned
12.077,63cc88cff0f86e1bdec22290,44,36.0,16,2025-04-22 21:01:17.804,4165.0,15,far-from-aligned,far-anchor,10,7,0,75,67,pie,44,F,1.0,1.0,False,non-anchor,unaligned
3.737,67db18ef992b8dff9d1d608d,48,62.0,56,2025-04-22 21:01:27.014,4575.0,55,near-aligned,far-anchor,5,4,0,25,29,line,48,G,1.0,1.0,False,non-anchor,unaligned
8.296,6712ca8249c869f048adeb8a,46,69.0,40,2025-04-22 21:01:24.634,4390.0,40,near-aligned,far-anchor,10,2,0,75,33,pie,46,B,0.0,0.0,True,non-anchor,unaligned
7.541,64d53aae0f3f7317f6eb617e,47,90.0,26,2025-04-22 21:01:28.195,4507.0,29,far-from-aligned,near-anchor,4,10,1,50,11,line,47,G,-3.0,3.0,False,non-anchor,unaligned
5.618,67db18ef992b8dff9d1d608d,48,63.0,15,2025-04-22 21:01:30.776,4576.0,18,near-aligned,far-anchor,7,2,2,75,73,pie,48,F,-3.0,3.0,False,non-anchor,unaligned
3.416,64d53aae0f3f7317f6eb617e,47,91.0,19,2025-04-22 21:01:35.790,4508.0,15,aligned,far-anchor,10,0,0,0,0,line,47,B,4.0,4.0,False,non-anchor,aligned
3.609,67db18ef992b8dff9d1d608d,48,64.0,17,2025-04-22 21:01:36.426,4577.0,27,near-aligned,near-anchor,2,4,2,75,44,pie,48,F,-10.0,10.0,False,non-anchor,unaligned
7.196,6712ca8249c869f048adeb8a,46,70.0,39,2025-04-22 21:01:32.982,4391.0,53,far-from-aligned,far-anchor,3,11,2,0 and 75,11,line,46,F,-14.0,14.0,False,non-anchor,unaligned
3.061,67db18ef992b8dff9d1d608d,48,65.0,55,2025-04-22 21:01:40.074,4578.0,47,near-aligned,near-anchor,3,1,2,50,49,line,48,B,8.0,8.0,False,non-anchor,unaligned
15.441,63cc88cff0f86e1bdec22290,44,37.0,23,2025-04-22 21:01:29.952,4166.0,23,near-aligned,near-anchor,2,2,2,25,4,line,44,E,0.0,0.0,True,non-anchor,unaligned
6.387,6712ca8249c869f048adeb8a,46,71.0,46,2025-04-22 21:01:40.233,4392.0,46,near-aligned,near-anchor,4,1,1,50,3,pie,46,F,0.0,0.0,True,non-anchor,unaligned
3.605,67db18ef992b8dff9d1d608d,48,66.0,45,2025-04-22 21:01:43.161,4579.0,38,far-from-aligned,far-anchor,12,6,2,50,18,pie,48,C,7.0,7.0,False,non-anchor,unaligned
10.199,64d53aae0f3f7317f6eb617e,47,92.0,45,2025-04-22 21:01:39.268,4509.0,44,far-from-aligned,far-anchor,6,8,1,75,39,pie,47,F,1.0,1.0,False,non-anchor,unaligned
3.546,67db18ef992b8dff9d1d608d,48,67.0,56,2025-04-22 21:01:46.789,4580.0,48,aligned,near-anchor,2,0,2,25,25,pie,48,C,8.0,8.0,False,non-anchor,aligned
4.559,6712ca8249c869f048adeb8a,46,72.0,22,2025-04-22 21:01:47.931,4393.0,21,far-from-aligned,near-anchor,4,5,1,75,70,pie,46,D,1.0,1.0,False,non-anchor,unaligned
3.294,67db18ef992b8dff9d1d608d,48,68.0,24,2025-04-22 21:01:50.371,4581.0,37,near-aligned,far-anchor,12,4,2,75,34,line,48,E,-13.0,13.0,False,non-anchor,unaligned
2.927,67db18ef992b8dff9d1d608d,48,69.0,13,2025-04-22 21:01:53.704,4582.0,20,far-from-aligned,far-anchor,5,9,0,50,41,pie,48,B,-7.0,7.0,False,non-anchor,unaligned
7.464,64d53aae0f3f7317f6eb617e,47,93.0,46,2025-04-22 21:01:49.514,4510.0,43,near-aligned,far-anchor,7,4,2,75,36,pie,47,A,3.0,3.0,False,non-anchor,unaligned
7.202,6712ca8249c869f048adeb8a,46,73.0,52,2025-04-22 21:01:52.544,4394.0,51,aligned,far-anchor,1,0,1,25,25,pie,46,G,1.0,1.0,False,non-anchor,aligned
3.107,64d53aae0f3f7317f6eb617e,47,94.0,33,2025-04-22 21:01:57.042,4511.0,36,aligned,far-anchor,11,0,1,50,50,pie,47,C,-3.0,3.0,False,non-anchor,aligned
3.695,67db18ef992b8dff9d1d608d,48,70.0,42,2025-04-22 21:01:56.659,4583.0,37,near-aligned,far-anchor,12,4,2,50,46,line,48,F,5.0,5.0,False,non-anchor,unaligned
3.251,67db18ef992b8dff9d1d608d,48,71.0,16,2025-04-22 21:02:00.384,4584.0,23,aligned,near-anchor,2,0,2,50,27,pie,48,D,-7.0,7.0,False,non-anchor,aligned
5.224,6712ca8249c869f048adeb8a,46,74.0,33,2025-04-22 21:01:59.910,4395.0,33,aligned,far-anchor,8,0,2,50,17,pie,46,B,0.0,0.0,True,non-anchor,aligned
5.206,64d53aae0f3f7317f6eb617e,47,95.0,41,2025-04-22 21:02:00.221,4512.0,42,far-from-aligned,far-anchor,8,7,2,50,15,line,47,G,-1.0,1.0,False,non-anchor,unaligned
4.362,67db18ef992b8dff9d1d608d,48,72.0,35,2025-04-22 21:02:05.271,4585.0,34,aligned,far-anchor,9,0,1,50,16,pie,48,A,1.0,1.0,False,non-anchor,aligned
7.242,6712ca8249c869f048adeb8a,46,75.0,22,2025-04-22 21:02:05.188,4396.0,22,near-aligned,near-anchor,3,1,2,75,52,line,46,D,0.0,0.0,True,non-anchor,unaligned
3.852,67db18ef992b8dff9d1d608d,48,73.0,45,2025-04-22 21:02:09.665,4586.0,38,far-from-aligned,far-anchor,12,6,2,25 and 75,31,line,48,B,7.0,7.0,False,non-anchor,unaligned
4.054,67db18ef992b8dff9d1d608d,48,74.0,51,2025-04-22 21:02:13.547,4587.0,44,near-aligned,far-anchor,6,2,1,100,54,pie,48,D,7.0,7.0,False,non-anchor,unaligned
6.459,6712ca8249c869f048adeb8a,46,76.0,27,2025-04-22 21:02:12.485,4397.0,29,near-aligned,near-anchor,4,1,1,50,49,pie,46,C,-2.0,2.0,False,non-anchor,unaligned
3.312,67db18ef992b8dff9d1d608d,48,75.0,35,2025-04-22 21:02:17.640,4588.0,38,far-from-aligned,far-anchor,12,6,2,50,18,line,48,F,-3.0,3.0,False,non-anchor,unaligned
3.286,67db18ef992b8dff9d1d608d,48,76.0,12,2025-04-22 21:02:20.980,4589.0,19,far-from-aligned,far-anchor,6,7,1,50,38,pie,48,D,-7.0,7.0,False,non-anchor,unaligned
39.359,63cc88cff0f86e1bdec22290,44,38.0,37,2025-04-22 21:01:45.464,4167.0,41,near-aligned,far-anchor,9,4,1,75,30,line,44,B,-4.0,4.0,False,non-anchor,unaligned
6.186,6712ca8249c869f048adeb8a,46,77.0,20,2025-04-22 21:02:18.998,4398.0,22,near-aligned,near-anchor,3,3,2,50,31,line,46,F,-2.0,2.0,False,non-anchor,unaligned
3.103,67db18ef992b8dff9d1d608d,48,77.0,14,2025-04-22 21:02:24.297,4590.0,26,near-aligned,near-anchor,1,4,1,25,29,pie,48,D,-12.0,12.0,False,non-anchor,unaligned
2.669,67db18ef992b8dff9d1d608d,48,78.0,13,2025-04-22 21:02:27.430,4591.0,22,near-aligned,near-anchor,3,3,2,75,72,line,48,B,-9.0,9.0,False,non-anchor,unaligned
5.634,6712ca8249c869f048adeb8a,46,78.0,27,2025-04-22 21:02:25.242,4399.0,28,aligned,near-anchor,3,0,2,0,0,line,46,C,-1.0,1.0,False,non-anchor,aligned
3.092,67db18ef992b8dff9d1d608d,48,79.0,44,2025-04-22 21:02:30.125,4592.0,47,near-aligned,near-anchor,3,2,2,75,30,pie,48,E,-3.0,3.0,False,non-anchor,unaligned
4.31,6712ca8249c869f048adeb8a,46,79.0,25,2025-04-22 21:02:30.938,4400.0,21,near-aligned,near-anchor,4,1,1,100,78,pie,46,C,4.0,4.0,False,non-anchor,unaligned
10.396,63cc88cff0f86e1bdec22290,44,39.0,28,2025-04-22 21:02:24.903,4168.0,27,near-aligned,near-anchor,2,2,2,75,46,line,44,D,1.0,1.0,False,non-anchor,unaligned
3.34,67db18ef992b8dff9d1d608d,48,80.0,22,2025-04-22 21:02:33.247,4593.0,28,far-from-aligned,near-anchor,3,9,2,25,34,line,48,A,-6.0,6.0,False,non-anchor,unaligned
3.058,67db18ef992b8dff9d1d608d,48,81.0,13,2025-04-22 21:02:36.609,4594.0,29,far-from-aligned,near-anchor,4,10,1,25,35,pie,48,F,-16.0,16.0,False,non-anchor,unaligned
1.973,67db18ef992b8dff9d1d608d,48,82.0,14,2025-04-22 21:02:39.695,4595.0,41,aligned,far-anchor,9,0,1,100,59,line,48,D,-27.0,27.0,False,non-anchor,aligned
7.371,6712ca8249c869f048adeb8a,46,80.0,15,2025-04-22 21:02:35.305,4401.0,17,near-aligned,far-anchor,8,4,2,75,62,line,46,E,-2.0,2.0,False,non-anchor,unaligned
7.451,63cc88cff0f86e1bdec22290,44,40.0,46,2025-04-22 21:02:35.381,4169.0,47,aligned,near-anchor,3,0,2,25,25,pie,44,C,-1.0,1.0,False,non-anchor,aligned
6.003,67db18ef992b8dff9d1d608d,48,83.0,50,2025-04-22 21:02:41.697,4596.0,41,near-aligned,far-anchor,9,2,1,75,32,pie,48,F,9.0,9.0,False,non-anchor,unaligned
6.642,6712ca8249c869f048adeb8a,46,81.0,30,2025-04-22 21:02:42.734,4402.0,29,far-from-aligned,near-anchor,4,9,1,25,34,pie,46,E,1.0,1.0,False,non-anchor,unaligned
8.909,63cc88cff0f86e1bdec22290,44,41.0,27,2025-04-22 21:02:42.915,4170.0,28,aligned,near-anchor,3,0,2,50,22,line,44,F,-1.0,1.0,False,non-anchor,aligned
3.199,67db18ef992b8dff9d1d608d,48,84.0,22,2025-04-22 21:02:49.634,4597.0,28,far-from-aligned,near-anchor,3,11,2,50 and 100,61,line,48,A,-6.0,6.0,False,non-anchor,unaligned
7.487,6712ca8249c869f048adeb8a,46,82.0,52,2025-04-22 21:02:49.432,4403.0,51,aligned,far-anchor,1,0,1,100,49,line,46,E,1.0,1.0,False,non-anchor,aligned
4.436,67db18ef992b8dff9d1d608d,48,85.0,55,2025-04-22 21:02:52.862,4598.0,51,far-from-aligned,far-anchor,1,8,1,0,8,line,48,C,4.0,4.0,False,non-anchor,unaligned
6.461,63cc88cff0f86e1bdec22290,44,42.0,20,2025-04-22 21:02:51.905,4171.0,22,aligned,near-anchor,3,0,2,25,25,pie,44,D,-2.0,2.0,False,non-anchor,aligned
3.762,67db18ef992b8dff9d1d608d,48,86.0,35,2025-04-22 21:02:57.326,4599.0,40,aligned,far-anchor,10,0,0,75,35,line,48,D,-5.0,5.0,False,non-anchor,aligned
6.253,6712ca8249c869f048adeb8a,46,83.0,38,2025-04-22 21:02:56.976,4404.0,40,near-aligned,far-anchor,10,1,0,75,34,pie,46,B,-2.0,2.0,False,non-anchor,unaligned
2.468,67db18ef992b8dff9d1d608d,48,87.0,35,2025-04-22 21:03:01.113,4600.0,36,far-from-aligned,far-anchor,11,5,1,75,34,line,48,G,-1.0,1.0,False,non-anchor,unaligned
4.94,67db18ef992b8dff9d1d608d,48,88.0,25,2025-04-22 21:03:03.609,4601.0,23,far-from-aligned,near-anchor,2,7,2,25,18,line,48,A,2.0,2.0,False,non-anchor,unaligned
10.113,63cc88cff0f86e1bdec22290,44,43.0,51,2025-04-22 21:02:58.443,4172.0,52,far-from-aligned,far-anchor,2,9,2,75,14,pie,44,C,-1.0,1.0,False,non-anchor,unaligned
8.85,6712ca8249c869f048adeb8a,46,84.0,27,2025-04-22 21:03:04.508,4405.0,30,far-from-aligned,far-anchor,5,5,0,0,5,pie,46,G,-3.0,3.0,False,non-anchor,unaligned
6.253,67db18ef992b8dff9d1d608d,48,89.0,24,2025-04-22 21:03:08.575,4602.0,25,near-aligned,anchor,0,1,0,0 and 25,1,line,48,F,-1.0,1.0,False,anchor,unaligned
4.758,67db18ef992b8dff9d1d608d,48,90.0,21,2025-04-22 21:03:14.859,4603.0,31,aligned,far-anchor,6,0,1,25,25,line,48,B,-10.0,10.0,False,non-anchor,aligned
7.771,6712ca8249c869f048adeb8a,46,85.0,25,2025-04-22 21:03:13.416,4406.0,30,far-from-aligned,far-anchor,5,6,0,25,31,line,46,B,-5.0,5.0,False,non-anchor,unaligned
4.564,67db18ef992b8dff9d1d608d,48,91.0,21,2025-04-22 21:03:19.642,4604.0,24,aligned,near-anchor,1,0,1,100,76,line,48,A,-3.0,3.0,False,non-anchor,aligned
3.714,67db18ef992b8dff9d1d608d,48,92.0,45,2025-04-22 21:03:24.235,4605.0,44,near-aligned,far-anchor,6,3,1,75,34,line,48,D,1.0,1.0,False,non-anchor,unaligned
8.599,6712ca8249c869f048adeb8a,46,86.0,20,2025-04-22 21:03:21.244,4407.0,23,far-from-aligned,near-anchor,2,11,2,25,14,line,46,A,-3.0,3.0,False,non-anchor,unaligned
3.405,67db18ef992b8dff9d1d608d,48,93.0,24,2025-04-22 21:03:27.980,4606.0,27,near-aligned,near-anchor,2,1,2,100,72,pie,48,F,-3.0,3.0,False,non-anchor,unaligned
4.072,6712ca8249c869f048adeb8a,46,87.0,15,2025-04-22 21:03:29.925,4408.0,17,aligned,far-anchor,8,0,2,50,50,line,46,E,-2.0,2.0,False,non-anchor,aligned
3.071,67db18ef992b8dff9d1d608d,48,94.0,55,2025-04-22 21:03:31.421,4607.0,51,near-aligned,far-anchor,1,4,1,100,45,line,48,F,4.0,4.0,False,non-anchor,unaligned
27.873,63cc88cff0f86e1bdec22290,44,44.0,14,2025-04-22 21:03:08.627,4173.0,17,near-aligned,far-anchor,8,4,2,25 and 50,29,line,44,E,-3.0,3.0,False,non-anchor,unaligned
3.485,67db18ef992b8dff9d1d608d,48,95.0,16,2025-04-22 21:03:34.520,4608.0,22,aligned,near-anchor,3,0,2,50,28,line,48,G,-6.0,6.0,False,non-anchor,aligned
10.421,6712ca8249c869f048adeb8a,46,88.0,19,2025-04-22 21:03:34.059,4409.0,17,aligned,far-anchor,8,0,2,50,33,line,46,F,2.0,2.0,False,non-anchor,aligned
5.298,67e9d965f50ad755aa2d8367,53,0.0,25,2025-04-22 21:03:42.400,4993.0,51,far-from-aligned,far-anchor,1,6,1,0,6,pie,53,D,-26.0,26.0,False,non-anchor,unaligned
5.932,6712ca8249c869f048adeb8a,46,89.0,50,2025-04-22 21:03:44.542,4410.0,51,far-from-aligned,far-anchor,1,10,1,100,39,pie,46,B,-1.0,1.0,False,non-anchor,unaligned
5.907,67e9d965f50ad755aa2d8367,53,1.0,50,2025-04-22 21:03:47.950,4994.0,19,near-aligned,far-anchor,6,4,1,50,46,line,53,G,31.0,31.0,False,non-anchor,unaligned
5.223,6712ca8249c869f048adeb8a,46,90.0,24,2025-04-22 21:03:50.531,4411.0,25,near-aligned,anchor,0,3,0,75 and 100,72,pie,46,C,-1.0,1.0,False,anchor,unaligned
6.147,67e9d965f50ad755aa2d8367,53,2.0,50,2025-04-22 21:03:54.139,4995.0,35,near-aligned,far-anchor,10,2,0,75,38,line,53,C,15.0,15.0,False,non-anchor,unaligned
24.211,63cc88cff0f86e1bdec22290,44,45.0,37,2025-04-22 21:03:36.574,4174.0,38,near-aligned,far-anchor,12,1,2,0,1,pie,44,E,-1.0,1.0,False,non-anchor,unaligned
5.769,6712ca8249c869f048adeb8a,46,91.0,15,2025-04-22 21:03:55.814,4412.0,16,near-aligned,far-anchor,9,3,1,25,6,line,46,G,-1.0,1.0,False,non-anchor,unaligned
5.091,67e9d965f50ad755aa2d8367,53,3.0,0,2025-04-22 21:04:00.550,4996.0,25,aligned,anchor,0,0,0,0 and 25,0,line,53,C,-25.0,25.0,False,anchor,aligned
9.329,6712ca8249c869f048adeb8a,46,92.0,25,2025-04-22 21:04:01.640,4413.0,32,far-from-aligned,far-anchor,7,7,2,50,11,line,46,A,-7.0,7.0,False,non-anchor,unaligned
6.771,67e9d965f50ad755aa2d8367,53,4.0,25,2025-04-22 21:04:05.897,4997.0,43,far-from-aligned,far-anchor,7,5,2,50,12,pie,53,B,-18.0,18.0,False,non-anchor,unaligned
5.032,67e9d965f50ad755aa2d8367,53,5.0,75,2025-04-22 21:04:12.995,4998.0,36,aligned,far-anchor,11,0,1,50,50,line,53,G,39.0,39.0,False,non-anchor,aligned
10.399,6712ca8249c869f048adeb8a,46,93.0,23,2025-04-22 21:04:11.040,4414.0,24,near-aligned,near-anchor,1,2,1,25,23,line,46,G,-1.0,1.0,False,non-anchor,unaligned
6.837,67e9d965f50ad755aa2d8367,53,6.0,75,2025-04-22 21:04:18.317,4999.0,48,far-from-aligned,near-anchor,2,9,2,50,11,line,53,B,27.0,27.0,False,non-anchor,unaligned
4.447,6712ca8249c869f048adeb8a,46,94.0,41,2025-04-22 21:04:21.498,4415.0,47,far-from-aligned,near-anchor,3,8,2,50,11,pie,46,A,-6.0,6.0,False,non-anchor,unaligned
3.533,6712ca8249c869f048adeb8a,46,95.0,44,2025-04-22 21:04:26.004,4416.0,50,near-aligned,anchor,0,3,0,0 and 50,3,pie,46,B,-6.0,6.0,False,anchor,unaligned
34.506,63cc88cff0f86e1bdec22290,44,46.0,42,2025-04-22 21:04:00.879,4175.0,46,aligned,near-anchor,4,0,1,75,29,line,44,B,-4.0,4.0,False,non-anchor,aligned
11.317,67e9d965f50ad755aa2d8367,53,7.0,12,2025-04-22 21:04:25.477,5000.0,53,far-from-aligned,far-anchor,3,11,2,25 and 100,36,line,53,C,-41.0,41.0,False,non-anchor,unaligned
6.734,67e9d965f50ad755aa2d8367,53,8.0,75,2025-04-22 21:04:37.043,5001.0,20,near-aligned,far-anchor,5,2,0,100,78,pie,53,F,55.0,55.0,False,non-anchor,unaligned
9.328,63cc88cff0f86e1bdec22290,44,47.0,46,2025-04-22 21:04:35.464,4176.0,46,aligned,near-anchor,4,0,1,50,4,pie,44,D,0.0,0.0,True,non-anchor,aligned
4.9,67e9d965f50ad755aa2d8367,53,9.0,75,2025-04-22 21:04:44.015,5002.0,52,near-aligned,far-anchor,2,3,2,25,28,pie,53,A,23.0,23.0,False,non-anchor,unaligned
4.753,67e9d965f50ad755aa2d8367,53,10.0,25,2025-04-22 21:04:49.173,5003.0,25,near-aligned,anchor,0,4,0,0 and 25,4,line,53,F,0.0,0.0,True,anchor,unaligned
4.661,67e9d965f50ad755aa2d8367,53,11.0,75,2025-04-22 21:04:54.249,5004.0,46,aligned,near-anchor,4,0,1,100,54,pie,53,A,29.0,29.0,False,non-anchor,aligned
4.195,67e9d965f50ad755aa2d8367,53,12.0,50,2025-04-22 21:05:08.095,5005.0,38,near-aligned,far-anchor,12,4,2,25,21,line,53,A,12.0,12.0,False,non-anchor,unaligned
8.284,67e9d965f50ad755aa2d8367,53,13.0,25,2025-04-22 21:05:12.577,5006.0,30,near-aligned,far-anchor,5,4,0,0,4,line,53,A,-5.0,5.0,False,non-anchor,unaligned
4.092,67e9d965f50ad755aa2d8367,53,14.0,75,2025-04-22 21:05:21.107,5007.0,22,near-aligned,near-anchor,3,2,2,75,73,pie,53,E,53.0,53.0,False,non-anchor,unaligned
3.596,67e9d965f50ad755aa2d8367,53,15.0,75,2025-04-22 21:05:25.484,5008.0,46,near-aligned,near-anchor,4,3,1,75,32,pie,53,E,29.0,29.0,False,non-anchor,unaligned
24.524,63cc88cff0f86e1bdec22290,44,48.0,27,2025-04-22 21:05:05.525,4177.0,24,near-aligned,near-anchor,1,3,1,25,22,line,44,E,3.0,3.0,False,non-anchor,unaligned
4.034,67e9d965f50ad755aa2d8367,53,16.0,50,2025-04-22 21:05:29.342,5009.0,45,near-aligned,far-anchor,5,2,0,75,28,line,53,F,5.0,5.0,False,non-anchor,unaligned
7.125,67e9d965f50ad755aa2d8367,53,17.0,25,2025-04-22 21:05:33.668,5010.0,20,aligned,far-anchor,5,0,0,25,5,pie,53,G,5.0,5.0,False,non-anchor,aligned
11.932,63cc88cff0f86e1bdec22290,44,49.0,23,2025-04-22 21:05:30.126,4178.0,20,far-from-aligned,far-anchor,5,10,0,25 and 25,15,line,44,G,3.0,3.0,False,non-anchor,unaligned
4.742,67e9d965f50ad755aa2d8367,53,18.0,75,2025-04-22 21:05:41.044,5011.0,38,near-aligned,far-anchor,12,2,2,100,60,line,53,B,37.0,37.0,False,non-anchor,unaligned
4.396,67e9d965f50ad755aa2d8367,53,19.0,100,2025-04-22 21:05:46.076,5012.0,50,aligned,anchor,0,0,0,50 and 100,50,line,53,A,50.0,50.0,False,anchor,aligned
4.37,67e9d965f50ad755aa2d8367,53,20.0,75,2025-04-22 21:05:50.731,5013.0,19,far-from-aligned,far-anchor,6,8,1,75,67,pie,53,F,56.0,56.0,False,non-anchor,unaligned
3.445,67e9d965f50ad755aa2d8367,53,21.0,50,2025-04-22 21:05:55.411,5014.0,22,near-aligned,near-anchor,3,4,2,50,46,line,53,F,28.0,28.0,False,non-anchor,unaligned
16.928,63cc88cff0f86e1bdec22290,44,50.0,24,2025-04-22 21:05:42.131,4179.0,23,far-from-aligned,near-anchor,2,9,2,25,11,pie,44,D,1.0,1.0,False,non-anchor,unaligned
3.22,67e9d965f50ad755aa2d8367,53,22.0,50,2025-04-22 21:05:59.172,5015.0,47,aligned,near-anchor,3,0,2,25,25,line,53,A,3.0,3.0,False,non-anchor,aligned
28.883,67df35611ded1884e65715ed,50,0.0,24,2025-04-22 21:05:36.331,4705.0,53,aligned,far-anchor,3,0,2,100,47,pie,50,A,-29.0,29.0,False,non-anchor,aligned
3.95,67e9d965f50ad755aa2d8367,53,23.0,25,2025-04-22 21:06:02.657,5016.0,53,far-from-aligned,far-anchor,3,10,2,0,10,pie,53,D,-28.0,28.0,False,non-anchor,unaligned
3.547,67e9d965f50ad755aa2d8367,53,24.0,50,2025-04-22 21:06:13.978,5017.0,37,aligned,far-anchor,12,0,2,75,38,line,53,B,13.0,13.0,False,non-anchor,aligned
18.955,63cc88cff0f86e1bdec22290,44,51.0,24,2025-04-22 21:05:59.139,4180.0,26,far-from-aligned,near-anchor,1,8,1,50,58,pie,44,D,-2.0,2.0,False,non-anchor,unaligned
13.993,67df35611ded1884e65715ed,50,1.0,25,2025-04-22 21:06:05.580,4706.0,29,aligned,near-anchor,4,0,1,50,50,pie,50,E,-4.0,4.0,False,non-anchor,aligned
