"selectedPart","alignmentCategory","anchorCategory","anchorDistance","alignmentDistance","round5Distance","alignmentType","alignmentPosition","chartType","UID","selectedLabel"
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",9,"C"
50,"near-aligned","anchor",0,3,0,"50 and 100",47,"line",9,"C"
50,"near-aligned","anchor",0,4,0,"50 and 100",46,"line",9,"B"
50,"far-from-aligned","anchor",0,5,0,"50 and 100",45,"line",9,"F"
50,"far-from-aligned","anchor",0,10,0,"25 and 75",15,"line",9,"D"
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",9,"F"
50,"aligned","anchor",0,0,0,"25 and 75",25,"pie",9,"A"
50,"near-aligned","anchor",0,1,0,"0 and 50",1,"pie",9,"F"
50,"near-aligned","anchor",0,4,0,"0 and 50",4,"pie",9,"B"
50,"far-from-aligned","anchor",0,7,0,"0 and 50",7,"pie",9,"D"
25,"far-from-aligned","anchor",0,7,0,"25 and 50",18,"pie",9,"D"
47,"aligned","near-anchor",3,0,2,"50",3,"line",9,"B"
23,"aligned","near-anchor",2,0,2,"100",77,"line",9,"C"
21,"aligned","near-anchor",4,0,1,"100",79,"line",9,"D"
23,"aligned","near-anchor",2,0,2,"50",27,"line",9,"E"
48,"aligned","near-anchor",2,0,2,"100",52,"line",9,"C"
24,"near-aligned","near-anchor",1,2,1,"25",3,"line",9,"F"
21,"near-aligned","near-anchor",4,3,1,"50",47,"line",9,"F"
27,"near-aligned","near-anchor",2,4,2,"50",19,"line",9,"F"
28,"near-aligned","near-anchor",3,4,2,"50",18,"line",9,"F"
29,"near-aligned","near-anchor",4,3,1,"0",3,"line",9,"F"
27,"near-aligned","near-anchor",2,3,2,"25",28,"line",9,"D"
29,"far-from-aligned","near-anchor",4,9,1,"75",37,"line",9,"D"
47,"far-from-aligned","near-anchor",3,11,2,"25 and 50",14,"line",9,"E"
21,"far-from-aligned","near-anchor",4,6,1,"75",69,"line",9,"C"
21,"far-from-aligned","near-anchor",4,6,1,"75",60,"line",9,"E"
28,"far-from-aligned","near-anchor",3,11,2,"25 and 75",36,"line",9,"E"
21,"far-from-aligned","near-anchor",4,5,1,"75",70,"line",9,"B"
26,"far-from-aligned","near-anchor",1,7,1,"50",17,"line",9,"B"
24,"aligned","near-anchor",1,0,1,"0",0,"pie",9,"D"
24,"aligned","near-anchor",1,0,1,"50",26,"pie",9,"G"
24,"aligned","near-anchor",1,0,1,"50",50,"pie",9,"G"
49,"aligned","near-anchor",1,0,1,"25",25,"pie",9,"G"
27,"aligned","near-anchor",2,0,2,"100",73,"pie",9,"G"
27,"near-aligned","near-anchor",2,3,2,"50",53,"pie",9,"C"
27,"near-aligned","near-anchor",2,2,2,"75",46,"pie",9,"F"
24,"near-aligned","near-anchor",1,1,1,"50",27,"pie",9,"A"
49,"near-aligned","near-anchor",1,3,1,"50",4,"pie",9,"G"
29,"near-aligned","near-anchor",4,4,1,"100",67,"pie",9,"B"
28,"near-aligned","near-anchor",3,4,2,"50",18,"pie",9,"C"
47,"far-from-aligned","near-anchor",3,7,2,"50",43,"pie",9,"E"
21,"far-from-aligned","near-anchor",4,9,1,"25",13,"pie",9,"B"
22,"far-from-aligned","near-anchor",3,11,2,"50 and 50",39,"pie",9,"F"
23,"far-from-aligned","near-anchor",2,6,2,"25",8,"pie",9,"G"
46,"far-from-aligned","near-anchor",4,5,1,"50",45,"pie",9,"G"
26,"far-from-aligned","near-anchor",1,10,1,"50",14,"pie",9,"A"
22,"far-from-aligned","near-anchor",3,8,2,"75",67,"pie",9,"G"
42,"aligned","far-anchor",8,0,2,"100",58,"line",9,"E"
52,"aligned","far-anchor",2,0,2,"100",48,"line",9,"F"
34,"aligned","far-anchor",9,0,1,"25",25,"line",9,"C"
36,"aligned","far-anchor",11,0,1,"25",25,"line",9,"E"
37,"aligned","far-anchor",12,0,2,"75",38,"line",9,"B"
20,"aligned","far-anchor",5,0,0,"100",80,"line",9,"B"
17,"near-aligned","far-anchor",8,4,2,"50 and 75",54,"line",9,"D"
16,"near-aligned","far-anchor",9,3,1,"25",22,"line",9,"E"
18,"near-aligned","far-anchor",7,2,2,"0",2,"line",9,"A"
15,"near-aligned","far-anchor",10,4,0,"75",71,"line",9,"E"
53,"near-aligned","far-anchor",3,3,2,"0",3,"line",9,"C"
20,"near-aligned","far-anchor",5,1,0,"75",54,"line",9,"A"
34,"near-aligned","far-anchor",9,4,1,"50",12,"line",9,"D"
44,"near-aligned","far-anchor",6,3,1,"25 and 75",28,"line",9,"A"
30,"near-aligned","far-anchor",5,2,0,"100",68,"line",9,"A"
53,"far-from-aligned","far-anchor",3,9,2,"25",34,"line",9,"G"
38,"far-from-aligned","far-anchor",12,6,2,"0 and 50",6,"line",9,"F"
18,"far-from-aligned","far-anchor",7,5,2,"25",20,"line",9,"B"
31,"far-from-aligned","far-anchor",6,8,1,"75",36,"line",9,"F"
44,"far-from-aligned","far-anchor",6,8,1,"50",14,"line",9,"C"
34,"far-from-aligned","far-anchor",9,6,1,"100",60,"line",9,"C"
39,"far-from-aligned","far-anchor",11,5,1,"100",56,"line",9,"D"
16,"far-from-aligned","far-anchor",9,7,1,"50",43,"line",9,"F"
40,"far-from-aligned","far-anchor",10,5,0,"50 and 100",55,"line",9,"C"
20,"aligned","far-anchor",5,0,0,"75",75,"pie",9,"D"
43,"aligned","far-anchor",7,0,2,"25",25,"pie",9,"A"
16,"aligned","far-anchor",9,0,1,"25",9,"pie",9,"C"
19,"aligned","far-anchor",6,0,1,"75",75,"pie",9,"E"
39,"aligned","far-anchor",11,0,1,"100",61,"pie",9,"C"
44,"aligned","far-anchor",6,0,1,"50",6,"pie",9,"G"
18,"near-aligned","far-anchor",7,2,2,"25",5,"pie",9,"B"
52,"near-aligned","far-anchor",2,3,2,"75",20,"pie",9,"B"
38,"near-aligned","far-anchor",12,1,2,"75",36,"pie",9,"B"
15,"near-aligned","far-anchor",10,2,0,"0",2,"pie",9,"E"
17,"near-aligned","far-anchor",8,3,2,"50",30,"pie",9,"E"
19,"near-aligned","far-anchor",6,3,1,"75 and 100",78,"pie",9,"G"
19,"near-aligned","far-anchor",6,2,1,"75",73,"pie",9,"A"
31,"near-aligned","far-anchor",6,3,1,"0",3,"pie",9,"C"
33,"near-aligned","far-anchor",8,3,2,"100",64,"pie",9,"F"
43,"far-from-aligned","far-anchor",7,7,2,"75",39,"pie",9,"F"
36,"far-from-aligned","far-anchor",11,6,1,"100",58,"pie",9,"E"
44,"far-from-aligned","far-anchor",6,5,1,"50",11,"pie",9,"B"
19,"far-from-aligned","far-anchor",6,5,1,"75",61,"pie",9,"G"
54,"far-from-aligned","far-anchor",4,9,1,"0",9,"pie",9,"C"
53,"far-from-aligned","far-anchor",3,7,2,"75",15,"pie",9,"A"
41,"far-from-aligned","far-anchor",9,8,1,"25 and 50",17,"pie",9,"D"
17,"far-from-aligned","far-anchor",8,5,2,"25",13,"pie",9,"F"
44,"far-from-aligned","far-anchor",6,8,1,"50",14,"pie",9,"E"
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",10,"D"
25,"aligned","anchor",0,0,0,"75 and 100",75,"line",10,"A"
50,"near-aligned","anchor",0,3,0,"0 and 50",3,"line",10,"A"
25,"near-aligned","anchor",0,4,0,"75 and 100",71,"line",10,"B"
50,"far-from-aligned","anchor",0,11,0,"50 and 100",39,"line",10,"B"
25,"far-from-aligned","anchor",0,6,0,"25 and 50",19,"line",10,"D"
50,"aligned","anchor",0,0,0,"0 and 50",0,"pie",10,"C"
50,"aligned","anchor",0,0,0,"25 and 75",25,"pie",10,"E"
50,"near-aligned","anchor",0,2,0,"25 and 75",23,"pie",10,"B"
50,"near-aligned","anchor",0,2,0,"0 and 50",2,"pie",10,"D"
50,"far-from-aligned","anchor",0,9,0,"25 and 75",16,"pie",10,"D"
50,"far-from-aligned","anchor",0,11,0,"50 and 100",39,"pie",10,"G"
24,"aligned","near-anchor",1,0,1,"25",1,"line",10,"C"
26,"aligned","near-anchor",1,0,1,"75",49,"line",10,"G"
26,"aligned","near-anchor",1,0,1,"75",49,"line",10,"G"
29,"aligned","near-anchor",4,0,1,"100",71,"line",10,"B"
46,"aligned","near-anchor",4,0,1,"0",0,"line",10,"D"
21,"near-aligned","near-anchor",4,1,1,"25",3,"line",10,"F"
46,"near-aligned","near-anchor",4,2,1,"25",23,"line",10,"F"
21,"near-aligned","near-anchor",4,2,1,"25 and 50",27,"line",10,"C"
22,"near-aligned","near-anchor",3,4,2,"75",57,"line",10,"G"
49,"near-aligned","near-anchor",1,3,1,"25",22,"line",10,"E"
21,"near-aligned","near-anchor",4,2,1,"25 and 50",27,"line",10,"C"
27,"far-from-aligned","near-anchor",2,10,2,"75",38,"line",10,"G"
47,"far-from-aligned","near-anchor",3,8,2,"50",11,"line",10,"E"
27,"far-from-aligned","near-anchor",2,6,2,"25",31,"line",10,"D"
23,"far-from-aligned","near-anchor",2,7,2,"50",43,"line",10,"B"
49,"far-from-aligned","near-anchor",1,8,1,"50",9,"line",10,"E"
24,"far-from-aligned","near-anchor",1,7,1,"50",43,"line",10,"C"
24,"far-from-aligned","near-anchor",1,5,1,"50",31,"line",10,"C"
49,"aligned","near-anchor",1,0,1,"50",50,"pie",10,"F"
46,"aligned","near-anchor",4,0,1,"100",54,"pie",10,"A"
26,"aligned","near-anchor",1,0,1,"25",25,"pie",10,"C"
23,"aligned","near-anchor",2,0,2,"75",52,"pie",10,"G"
47,"aligned","near-anchor",3,0,2,"0",0,"pie",10,"C"
24,"near-aligned","near-anchor",1,4,1,"25",21,"pie",10,"E"
27,"near-aligned","near-anchor",2,2,2,"25",27,"pie",10,"B"
26,"near-aligned","near-anchor",1,2,1,"75",47,"pie",10,"F"
21,"near-aligned","near-anchor",4,1,1,"100",78,"pie",10,"B"
28,"near-aligned","near-anchor",3,4,2,"0",4,"pie",10,"E"
23,"near-aligned","near-anchor",2,3,2,"50",30,"pie",10,"C"
24,"far-from-aligned","near-anchor",1,7,1,"25",18,"pie",10,"E"
27,"far-from-aligned","near-anchor",2,5,2,"0",5,"pie",10,"C"
21,"far-from-aligned","near-anchor",4,6,1,"50",44,"pie",10,"F"
27,"far-from-aligned","near-anchor",2,10,2,"50",13,"pie",10,"E"
28,"far-from-aligned","near-anchor",3,6,2,"50",56,"pie",10,"C"
28,"far-from-aligned","near-anchor",3,5,2,"75",42,"pie",10,"D"
48,"far-from-aligned","near-anchor",2,9,2,"75",36,"pie",10,"D"
39,"aligned","far-anchor",11,0,1,"50",11,"line",10,"C"
18,"aligned","far-anchor",7,0,2,"100",82,"line",10,"G"
20,"aligned","far-anchor",5,0,0,"100",80,"line",10,"A"
16,"aligned","far-anchor",9,0,1,"75",75,"line",10,"D"
53,"aligned","far-anchor",3,0,2,"75",22,"line",10,"G"
51,"aligned","far-anchor",1,0,1,"100",49,"line",10,"A"
16,"near-aligned","far-anchor",9,3,1,"0",3,"line",10,"F"
45,"near-aligned","far-anchor",5,2,0,"50",48,"line",10,"C"
39,"near-aligned","far-anchor",11,2,1,"50",9,"line",10,"F"
19,"near-aligned","far-anchor",6,3,1,"75",59,"line",10,"E"
44,"near-aligned","far-anchor",6,2,1,"0",2,"line",10,"F"
35,"near-aligned","far-anchor",10,2,0,"75",38,"line",10,"C"
40,"near-aligned","far-anchor",10,4,0,"25",21,"line",10,"D"
39,"near-aligned","far-anchor",11,2,1,"25",23,"line",10,"F"
20,"near-aligned","far-anchor",5,1,0,"75",74,"line",10,"C"
53,"far-from-aligned","far-anchor",3,10,2,"75",12,"line",10,"G"
16,"far-from-aligned","far-anchor",9,5,1,"25",20,"line",10,"F"
52,"far-from-aligned","far-anchor",2,6,2,"100",42,"line",10,"A"
32,"far-from-aligned","far-anchor",7,6,2,"50",56,"line",10,"D"
15,"far-from-aligned","far-anchor",10,5,0,"50",40,"line",10,"G"
35,"far-from-aligned","far-anchor",10,5,0,"0",5,"line",10,"A"
35,"far-from-aligned","far-anchor",10,7,0,"100",58,"line",10,"B"
45,"far-from-aligned","far-anchor",5,6,0,"50",44,"line",10,"B"
53,"far-from-aligned","far-anchor",3,11,2,"0 and 75",11,"line",10,"C"
16,"aligned","far-anchor",9,0,1,"75",59,"pie",10,"A"
54,"aligned","far-anchor",4,0,1,"75",21,"pie",10,"C"
40,"aligned","far-anchor",10,0,0,"0",0,"pie",10,"D"
41,"aligned","far-anchor",9,0,1,"50",9,"pie",10,"A"
40,"aligned","far-anchor",10,0,0,"25",25,"pie",10,"G"
19,"aligned","far-anchor",6,0,1,"100",81,"pie",10,"C"
31,"near-aligned","far-anchor",6,1,1,"25",24,"pie",10,"G"
31,"near-aligned","far-anchor",6,1,1,"75",43,"pie",10,"D"
17,"near-aligned","far-anchor",8,4,2,"25",12,"pie",10,"B"
32,"near-aligned","far-anchor",7,1,2,"0",1,"pie",10,"B"
39,"near-aligned","far-anchor",11,1,1,"100",60,"pie",10,"C"
35,"near-aligned","far-anchor",10,4,0,"25",21,"pie",10,"D"
19,"near-aligned","far-anchor",6,1,1,"75",55,"pie",10,"D"
15,"near-aligned","far-anchor",10,3,0,"75",72,"pie",10,"C"
16,"near-aligned","far-anchor",9,3,1,"50",31,"pie",10,"A"
53,"far-from-aligned","far-anchor",3,10,2,"0",10,"pie",10,"D"
32,"far-from-aligned","far-anchor",7,7,2,"0",7,"pie",10,"E"
37,"far-from-aligned","far-anchor",12,6,2,"50 and 75",44,"pie",10,"B"
33,"far-from-aligned","far-anchor",8,5,2,"25",30,"pie",10,"C"
16,"far-from-aligned","far-anchor",9,7,1,"75",66,"pie",10,"C"
36,"far-from-aligned","far-anchor",11,5,1,"100",59,"pie",10,"B"
17,"far-from-aligned","far-anchor",8,6,2,"25",14,"pie",10,"G"
35,"far-from-aligned","far-anchor",10,7,0,"75",33,"pie",10,"G"
37,"far-from-aligned","far-anchor",12,6,2,"25 and 50",19,"pie",10,"E"
50,"aligned","anchor",0,0,0,"25 and 75",25,"line",11,"G"
25,"aligned","anchor",0,0,0,"50 and 75",50,"line",11,"B"
50,"near-aligned","anchor",0,1,0,"50 and 100",49,"line",11,"D"
50,"near-aligned","anchor",0,3,0,"0 and 50",3,"line",11,"B"
25,"far-from-aligned","anchor",0,12,0,"75 and 100",63,"line",11,"E"
25,"far-from-aligned","anchor",0,12,0,"50 and 75",38,"line",11,"G"
25,"aligned","anchor",0,0,0,"0 and 25",0,"pie",11,"G"
50,"aligned","anchor",0,0,0,"0 and 50",0,"pie",11,"E"
25,"near-aligned","anchor",0,3,0,"75 and 100",72,"pie",11,"G"
50,"near-aligned","anchor",0,2,0,"25 and 75",23,"pie",11,"B"
25,"far-from-aligned","anchor",0,6,0,"75 and 100",69,"pie",11,"B"
50,"far-from-aligned","anchor",0,10,0,"0 and 50",10,"pie",11,"B"
26,"aligned","near-anchor",1,0,1,"0",0,"line",11,"E"
49,"aligned","near-anchor",1,0,1,"100",51,"line",11,"C"
46,"aligned","near-anchor",4,0,1,"75",29,"line",11,"A"
48,"aligned","near-anchor",2,0,2,"75",27,"line",11,"E"
21,"aligned","near-anchor",4,0,1,"50",50,"line",11,"A"
29,"near-aligned","near-anchor",4,2,1,"50",52,"line",11,"A"
22,"near-aligned","near-anchor",3,3,2,"25",22,"line",11,"A"
23,"near-aligned","near-anchor",2,1,2,"75",74,"line",11,"B"
27,"near-aligned","near-anchor",2,3,2,"25",28,"line",11,"C"
21,"near-aligned","near-anchor",4,4,1,"25",8,"line",11,"E"
48,"near-aligned","near-anchor",2,4,2,"50",6,"line",11,"D"
26,"far-from-aligned","near-anchor",1,7,1,"25",32,"line",11,"F"
26,"far-from-aligned","near-anchor",1,12,1,"50 and 100",62,"line",11,"B"
23,"far-from-aligned","near-anchor",2,5,2,"25",20,"line",11,"D"
23,"far-from-aligned","near-anchor",2,10,2,"50",37,"line",11,"E"
29,"far-from-aligned","near-anchor",4,6,1,"25",31,"line",11,"A"
46,"far-from-aligned","near-anchor",4,8,1,"50",42,"line",11,"C"
28,"far-from-aligned","near-anchor",3,6,2,"25",31,"line",11,"E"
27,"aligned","near-anchor",2,0,2,"50",50,"pie",11,"A"
23,"aligned","near-anchor",2,0,2,"100",77,"pie",11,"D"
21,"aligned","near-anchor",4,0,1,"50",50,"pie",11,"C"
22,"aligned","near-anchor",3,0,2,"75",53,"pie",11,"E"
47,"aligned","near-anchor",3,0,2,"25",25,"pie",11,"E"
21,"near-aligned","near-anchor",4,2,1,"25",6,"pie",11,"C"
22,"near-aligned","near-anchor",3,4,2,"25",7,"pie",11,"F"
47,"near-aligned","near-anchor",3,1,2,"25",24,"pie",11,"F"
46,"near-aligned","near-anchor",4,2,1,"0 and 50",2,"pie",11,"F"
48,"near-aligned","near-anchor",2,1,2,"50 and 100",51,"pie",11,"G"
21,"near-aligned","near-anchor",4,1,1,"50",28,"pie",11,"G"
24,"far-from-aligned","near-anchor",1,9,1,"25",16,"pie",11,"A"
49,"far-from-aligned","near-anchor",1,5,1,"50",45,"pie",11,"C"
28,"far-from-aligned","near-anchor",3,8,2,"50",14,"pie",11,"B"
28,"far-from-aligned","near-anchor",3,11,2,"50 and 100",61,"pie",11,"C"
26,"far-from-aligned","near-anchor",1,8,1,"100",66,"pie",11,"E"
27,"far-from-aligned","near-anchor",2,11,2,"75",37,"pie",11,"E"
22,"far-from-aligned","near-anchor",3,9,2,"25",16,"pie",11,"B"
15,"aligned","far-anchor",10,0,0,"100",85,"line",11,"F"
51,"aligned","far-anchor",1,0,1,"0",0,"line",11,"B"
44,"aligned","far-anchor",6,0,1,"0",0,"line",11,"B"
35,"aligned","far-anchor",10,0,0,"50",50,"line",11,"F"
38,"aligned","far-anchor",12,0,2,"100",62,"line",11,"F"
18,"aligned","far-anchor",7,0,2,"100",82,"line",11,"A"
32,"near-aligned","far-anchor",7,4,2,"50",54,"line",11,"C"
19,"near-aligned","far-anchor",6,4,1,"50",46,"line",11,"E"
30,"near-aligned","far-anchor",5,2,0,"100",68,"line",11,"G"
17,"near-aligned","far-anchor",8,3,2,"25",5,"line",11,"G"
36,"near-aligned","far-anchor",11,4,1,"75",35,"line",11,"C"
41,"near-aligned","far-anchor",9,4,1,"100",55,"line",11,"B"
45,"near-aligned","far-anchor",5,3,0,"25",22,"line",11,"D"
43,"near-aligned","far-anchor",7,1,2,"50",49,"line",11,"B"
34,"near-aligned","far-anchor",9,1,1,"100",65,"line",11,"D"
15,"far-from-aligned","far-anchor",10,5,0,"0 and 25",5,"line",11,"E"
51,"far-from-aligned","far-anchor",1,8,1,"100",41,"line",11,"F"
17,"far-from-aligned","far-anchor",8,5,2,"50",38,"line",11,"A"
52,"far-from-aligned","far-anchor",2,8,2,"25",33,"line",11,"C"
31,"far-from-aligned","far-anchor",6,8,1,"50",11,"line",11,"G"
41,"far-from-aligned","far-anchor",9,6,1,"50",44,"line",11,"E"
34,"far-from-aligned","far-anchor",9,5,1,"100",61,"line",11,"F"
41,"far-from-aligned","far-anchor",9,8,1,"50 and 75",42,"line",11,"B"
33,"far-from-aligned","far-anchor",8,5,2,"50",12,"line",11,"F"
30,"aligned","far-anchor",5,0,0,"0",0,"pie",11,"G"
33,"aligned","far-anchor",8,0,2,"25",25,"pie",11,"A"
52,"aligned","far-anchor",2,0,2,"75",23,"pie",11,"C"
34,"aligned","far-anchor",9,0,1,"75",41,"pie",11,"E"
44,"aligned","far-anchor",6,0,1,"100",56,"pie",11,"B"
42,"aligned","far-anchor",8,0,2,"75",33,"pie",11,"C"
34,"near-aligned","far-anchor",9,2,1,"75",39,"pie",11,"G"
19,"near-aligned","far-anchor",6,1,1,"50",30,"pie",11,"A"
17,"near-aligned","far-anchor",8,1,2,"25",7,"pie",11,"A"
41,"near-aligned","far-anchor",9,2,1,"0",2,"pie",11,"B"
37,"near-aligned","far-anchor",12,4,2,"75",34,"pie",11,"B"
38,"near-aligned","far-anchor",12,2,2,"50",48,"pie",11,"A"
54,"near-aligned","far-anchor",4,3,1,"0",3,"pie",11,"C"
40,"near-aligned","far-anchor",10,3,0,"0",3,"pie",11,"B"
37,"near-aligned","far-anchor",12,3,2,"0",3,"pie",11,"C"
54,"far-from-aligned","far-anchor",4,8,1,"75",13,"pie",11,"A"
30,"far-from-aligned","far-anchor",5,8,0,"50",12,"pie",11,"B"
39,"far-from-aligned","far-anchor",11,5,1,"100",56,"pie",11,"C"
15,"far-from-aligned","far-anchor",10,7,0,"75",67,"pie",11,"F"
36,"far-from-aligned","far-anchor",11,6,1,"75",33,"pie",11,"C"
43,"far-from-aligned","far-anchor",7,8,2,"75",40,"pie",11,"B"
45,"far-from-aligned","far-anchor",5,7,0,"25",18,"pie",11,"B"
38,"far-from-aligned","far-anchor",12,6,2,"25",19,"pie",11,"E"
53,"far-from-aligned","far-anchor",3,5,2,"0",5,"pie",11,"C"
50,"aligned","anchor",0,0,0,"0 and 50",0,"line",12,"F"
25,"aligned","anchor",0,0,0,"75 and 100",75,"line",12,"E"
25,"near-aligned","anchor",0,3,0,"0 and 25",3,"line",12,"A"
25,"near-aligned","anchor",0,3,0,"25 and 50",22,"line",12,"B"
25,"far-from-aligned","anchor",0,8,0,"75 and 100",67,"line",12,"B"
50,"far-from-aligned","anchor",0,7,0,"50 and 100",43,"line",12,"A"
25,"aligned","anchor",0,0,0,"50 and 75",50,"pie",12,"F"
25,"aligned","anchor",0,0,0,"75 and 100",75,"pie",12,"A"
25,"near-aligned","anchor",0,4,0,"50 and 75",46,"pie",12,"C"
50,"near-aligned","anchor",0,3,0,"25 and 75",22,"pie",12,"D"
25,"far-from-aligned","anchor",0,9,0,"50 and 75",41,"pie",12,"A"
50,"far-from-aligned","anchor",0,6,0,"25 and 75",19,"pie",12,"A"
27,"aligned","near-anchor",2,0,2,"25",25,"line",12,"F"
22,"aligned","near-anchor",3,0,2,"75",53,"line",12,"E"
24,"aligned","near-anchor",1,0,1,"50",50,"line",12,"B"
22,"aligned","near-anchor",3,0,2,"25",25,"line",12,"G"
46,"aligned","near-anchor",4,0,1,"75",29,"line",12,"G"
21,"near-aligned","near-anchor",4,2,1,"50 and 75",52,"line",12,"B"
47,"near-aligned","near-anchor",3,3,2,"25",22,"line",12,"B"
28,"near-aligned","near-anchor",3,4,2,"100",68,"line",12,"E"
49,"near-aligned","near-anchor",1,3,1,"50",4,"line",12,"F"
23,"near-aligned","near-anchor",2,1,2,"75",53,"line",12,"E"
24,"near-aligned","near-anchor",1,1,1,"25",24,"line",12,"D"
49,"far-from-aligned","near-anchor",1,9,1,"50",41,"line",12,"A"
28,"far-from-aligned","near-anchor",3,9,2,"25",34,"line",12,"G"
21,"far-from-aligned","near-anchor",4,10,1,"50",40,"line",12,"G"
21,"far-from-aligned","near-anchor",4,6,1,"25",19,"line",12,"D"
22,"far-from-aligned","near-anchor",3,5,2,"75",58,"line",12,"G"
47,"far-from-aligned","near-anchor",3,10,2,"25",15,"line",12,"G"
49,"far-from-aligned","near-anchor",1,8,1,"50",9,"line",12,"E"
22,"aligned","near-anchor",3,0,2,"25",25,"pie",12,"A"
24,"aligned","near-anchor",1,0,1,"25",25,"pie",12,"A"
21,"aligned","near-anchor",4,0,1,"25",4,"pie",12,"C"
21,"aligned","near-anchor",4,0,1,"75",54,"pie",12,"G"
29,"aligned","near-anchor",4,0,1,"50",50,"pie",12,"C"
22,"near-aligned","near-anchor",3,1,2,"75",52,"pie",12,"F"
48,"near-aligned","near-anchor",2,2,2,"25",23,"pie",12,"C"
27,"near-aligned","near-anchor",2,3,2,"100",70,"pie",12,"B"
29,"near-aligned","near-anchor",4,4,1,"75",42,"pie",12,"D"
28,"near-aligned","near-anchor",3,3,2,"25",28,"pie",12,"C"
26,"near-aligned","near-anchor",1,4,1,"0",4,"pie",12,"B"
23,"far-from-aligned","near-anchor",2,10,2,"50",37,"pie",12,"F"
28,"far-from-aligned","near-anchor",3,6,2,"0",6,"pie",12,"F"
23,"far-from-aligned","near-anchor",2,8,2,"75",60,"pie",12,"E"
47,"far-from-aligned","near-anchor",3,11,2,"50 and 75",39,"pie",12,"B"
24,"far-from-aligned","near-anchor",1,9,1,"50",35,"pie",12,"F"
46,"far-from-aligned","near-anchor",4,7,1,"75",36,"pie",12,"C"
24,"far-from-aligned","near-anchor",1,11,1,"75",64,"pie",12,"A"
16,"aligned","far-anchor",9,0,1,"75",75,"line",12,"E"
31,"aligned","far-anchor",6,0,1,"100",69,"line",12,"G"
17,"aligned","far-anchor",8,0,2,"0",0,"line",12,"C"
20,"aligned","far-anchor",5,0,0,"0",0,"line",12,"A"
18,"aligned","far-anchor",7,0,2,"0",0,"line",12,"G"
34,"aligned","far-anchor",9,0,1,"75",41,"line",12,"D"
43,"near-aligned","far-anchor",7,2,2,"50",5,"line",12,"D"
16,"near-aligned","far-anchor",9,1,1,"50",49,"line",12,"E"
33,"near-aligned","far-anchor",8,4,2,"50",13,"line",12,"D"
30,"near-aligned","far-anchor",5,4,0,"75",41,"line",12,"B"
43,"near-aligned","far-anchor",7,1,2,"0",1,"line",12,"B"
36,"near-aligned","far-anchor",11,1,1,"50",13,"line",12,"A"
36,"near-aligned","far-anchor",11,3,1,"0",3,"line",12,"D"
55,"near-aligned","far-anchor",5,2,0,"100",43,"line",12,"F"
44,"near-aligned","far-anchor",6,3,1,"50",47,"line",12,"A"
33,"far-from-aligned","far-anchor",8,5,2,"0",5,"line",12,"F"
15,"far-from-aligned","far-anchor",10,6,0,"75",66,"line",12,"B"
45,"far-from-aligned","far-anchor",5,9,0,"25",16,"line",12,"B"
53,"far-from-aligned","far-anchor",3,5,2,"0",5,"line",12,"B"
19,"far-from-aligned","far-anchor",6,7,1,"25",18,"line",12,"B"
18,"far-from-aligned","far-anchor",7,8,2,"25",15,"line",12,"A"
39,"far-from-aligned","far-anchor",11,6,1,"25",19,"line",12,"B"
42,"far-from-aligned","far-anchor",8,5,2,"50",13,"line",12,"F"
51,"far-from-aligned","far-anchor",1,7,1,"25",32,"line",12,"B"
35,"aligned","far-anchor",10,0,0,"50",15,"pie",12,"E"
43,"aligned","far-anchor",7,0,2,"50",50,"pie",12,"B"
54,"aligned","far-anchor",4,0,1,"25",25,"pie",12,"C"
17,"aligned","far-anchor",8,0,2,"50",50,"pie",12,"F"
32,"aligned","far-anchor",7,0,2,"50",18,"pie",12,"E"
55,"aligned","far-anchor",5,0,0,"75",20,"pie",12,"B"
15,"near-aligned","far-anchor",10,1,0,"75",74,"pie",12,"D"
39,"near-aligned","far-anchor",11,1,1,"25",24,"pie",12,"G"
19,"near-aligned","far-anchor",6,4,1,"75",71,"pie",12,"E"
55,"near-aligned","far-anchor",5,4,0,"75",16,"pie",12,"F"
17,"near-aligned","far-anchor",8,4,2,"75",62,"pie",12,"D"
33,"near-aligned","far-anchor",8,3,2,"75",39,"pie",12,"A"
37,"near-aligned","far-anchor",12,1,2,"75",37,"pie",12,"B"
54,"near-aligned","far-anchor",4,4,1,"100",42,"pie",12,"B"
53,"near-aligned","far-anchor",3,3,2,"0",3,"pie",12,"D"
15,"far-from-aligned","far-anchor",10,7,0,"50",43,"pie",12,"D"
51,"far-from-aligned","far-anchor",1,10,1,"25",35,"pie",12,"E"
20,"far-from-aligned","far-anchor",5,10,0,"50 and 50",40,"pie",12,"A"
53,"far-from-aligned","far-anchor",3,7,2,"25",32,"pie",12,"B"
20,"far-from-aligned","far-anchor",5,10,0,"75 and 75",65,"pie",12,"C"
15,"far-from-aligned","far-anchor",10,5,0,"50",40,"pie",12,"B"
38,"far-from-aligned","far-anchor",12,5,2,"50",45,"pie",12,"E"
41,"far-from-aligned","far-anchor",9,7,1,"50",16,"pie",12,"B"
34,"far-from-aligned","far-anchor",9,6,1,"50",56,"pie",12,"A"
25,"aligned","anchor",0,0,0,"75 and 100",75,"line",13,"F"
