"selectedPart","alignmentCategory","anchorCategory","anchorDistance","alignmentDistance","round5Distance","alignmentType","alignmentPosition","chartType","UID","selectedLabel","A","B","C","D","E","F","G","A_ind","B_ind","C_ind","D_ind","E_ind","F_ind","G_ind"
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",54,"D",4,17,7,50,9,8,5,3,0,4,6,1,5,2
55,"aligned","far-anchor",5,0,0,"100",45,"pie",54,"F",15,10,3,3,6,55,8,3,2,0,4,5,6,1
26,"near-aligned","near-anchor",1,2,1,"75",47,"line",54,"F",11,7,17,9,20,26,10,1,2,6,3,0,4,5
54,"far-from-aligned","far-anchor",4,9,1,"75",12,"line",54,"E",11,14,2,7,54,9,3,4,3,6,5,2,1,0
40,"aligned","far-anchor",10,0,0,"75",35,"pie",54,"B",2,40,12,10,12,13,11,1,4,6,2,0,5,3
19,"aligned","far-anchor",6,0,1,"25",6,"line",54,"E",6,5,25,8,19,12,25,0,4,3,6,1,2,5
48,"far-from-aligned","near-anchor",2,10,2,"25",15,"pie",54,"D",11,16,10,48,3,8,4,0,3,5,2,6,4,1
41,"near-aligned","far-anchor",9,2,1,"0",2,"line",54,"E",13,13,2,11,41,2,18,5,2,0,4,1,6,3
35,"far-from-aligned","far-anchor",10,6,0,"100",59,"pie",54,"A",35,6,14,20,7,10,8,5,6,4,3,2,0,1
28,"far-from-aligned","near-anchor",3,6,2,"25",31,"pie",54,"A",28,10,13,23,10,11,5,3,1,5,6,2,0,4
37,"aligned","far-anchor",12,0,2,"50",13,"pie",54,"A",37,4,7,13,18,15,6,1,3,2,0,4,6,5
27,"near-aligned","near-anchor",2,4,2,"100",69,"pie",54,"C",6,12,27,4,22,9,20,4,1,5,6,2,0,3
43,"far-from-aligned","far-anchor",7,5,2,"50",45,"line",54,"A",43,7,2,12,13,6,17,5,0,2,6,1,4,3
25,"near-aligned","anchor",0,1,0,"0 and 25",1,"pie",54,"A",25,3,21,9,32,1,9,1,5,2,3,6,0,4
25,"near-aligned","anchor",0,1,0,"50 and 75",49,"line",54,"B",11,25,6,10,22,3,23,2,4,1,0,3,6,5
16,"far-from-aligned","far-anchor",9,6,1,"75",65,"line",54,"D",16,19,18,16,9,20,2,0,6,1,5,2,4,3
28,"far-from-aligned","near-anchor",3,6,2,"75",41,"pie",54,"A",28,18,9,9,16,6,14,3,0,4,2,6,5,1
53,"far-from-aligned","far-anchor",3,9,2,"25",34,"line",54,"F",14,10,10,8,3,53,2,2,5,1,3,6,4,0
25,"far-from-aligned","anchor",0,7,0,"25 and 50",18,"line",54,"B",3,25,10,28,18,9,7,3,1,4,6,0,5,2
48,"far-from-aligned","near-anchor",2,6,2,"25",19,"line",54,"F",3,16,3,7,12,48,11,6,5,3,0,1,2,4
29,"aligned","near-anchor",4,0,1,"25",25,"pie",54,"A",29,8,11,7,25,14,6,2,4,0,5,3,1,6
25,"far-from-aligned","anchor",0,6,0,"0 and 25",6,"pie",54,"F",15,5,7,6,37,25,5,4,3,6,0,5,1,2
33,"far-from-aligned","far-anchor",8,6,2,"25",31,"pie",54,"C",9,13,33,14,9,16,6,4,6,3,5,1,0,2
41,"aligned","far-anchor",9,0,1,"25",25,"line",54,"C",7,7,41,6,10,8,21,4,1,3,6,2,0,5
21,"aligned","near-anchor",4,0,1,"50",50,"line",54,"G",5,5,28,28,12,1,21,0,3,6,1,2,5,4
18,"far-from-aligned","far-anchor",7,8,2,"25",17,"line",54,"E",16,17,12,10,18,19,8,4,0,3,2,1,6,5
48,"near-aligned","near-anchor",2,1,2,"25 and 75",26,"pie",54,"G",7,10,10,6,6,13,48,6,1,0,4,2,5,3
35,"far-from-aligned","far-anchor",10,6,0,"50",9,"line",54,"B",17,35,9,2,10,15,12,4,1,0,2,5,6,3
35,"near-aligned","far-anchor",10,4,0,"0",4,"pie",54,"B",12,35,16,7,4,17,9,6,1,3,4,0,5,2
37,"far-from-aligned","far-anchor",12,6,2,"50",7,"pie",54,"C",8,5,37,3,7,35,5,5,4,1,3,0,2,6
40,"near-aligned","far-anchor",10,4,0,"50",6,"line",54,"F",5,8,6,8,6,40,27,2,6,0,3,5,1,4
32,"far-from-aligned","far-anchor",7,6,2,"50",56,"line",54,"G",3,5,8,14,12,26,32,2,3,0,1,6,4,5
28,"aligned","near-anchor",3,0,2,"25",25,"line",54,"F",15,23,10,5,4,28,15,4,6,1,3,5,2,0
45,"far-from-aligned","far-anchor",5,5,0,"50",45,"pie",54,"A",45,14,6,15,10,3,7,5,2,0,4,6,3,1
49,"far-from-aligned","near-anchor",1,6,1,"75",32,"pie",54,"B",8,49,6,6,12,13,6,0,4,1,5,2,6,3
34,"near-aligned","far-anchor",9,2,1,"50",48,"pie",54,"E",17,12,3,10,34,18,6,3,6,1,2,4,0,5
29,"near-aligned","near-anchor",4,3,1,"50",53,"pie",54,"B",19,29,3,4,17,14,14,2,4,3,5,0,1,6
53,"far-from-aligned","far-anchor",3,7,2,"100",40,"pie",55,"G",8,7,9,6,10,7,53,0,1,3,4,2,6,5
49,"aligned","near-anchor",1,0,1,"100",51,"line",55,"G",3,17,5,5,3,18,49,4,1,3,0,2,5,6
21,"far-from-aligned","near-anchor",4,6,1,"50",35,"pie",55,"D",12,3,10,21,19,13,22,4,0,1,3,6,5,2
32,"aligned","far-anchor",7,0,2,"25",25,"line",55,"G",4,12,7,22,10,13,32,3,0,6,5,4,1,2
25,"near-aligned","anchor",0,2,0,"25 and 50",23,"line",55,"E",26,14,1,9,25,10,15,3,1,6,0,2,5,4
38,"near-aligned","far-anchor",12,3,2,"100",59,"line",55,"B",4,38,8,3,18,13,16,4,5,1,6,3,0,2
20,"aligned","far-anchor",5,0,0,"25",25,"pie",55,"G",4,20,5,7,20,24,20,5,4,0,6,1,3,2
29,"near-aligned","near-anchor",4,2,1,"25 and 50",23,"pie",55,"E",16,12,12,10,29,13,8,6,4,5,1,2,0,3
19,"near-aligned","far-anchor",6,2,1,"75",73,"line",55,"F",8,15,10,6,9,19,33,6,1,4,0,3,5,2
47,"aligned","near-anchor",3,0,2,"100",53,"line",55,"F",12,10,10,11,2,47,8,5,1,3,4,2,6,0
52,"far-from-aligned","far-anchor",2,9,2,"75",14,"pie",55,"F",11,4,3,2,11,52,17,0,4,1,6,3,2,5
25,"far-from-aligned","anchor",0,9,0,"0 and 25",9,"pie",55,"D",12,12,8,25,16,18,9,6,3,5,1,4,2,0
48,"far-from-aligned","near-anchor",2,5,2,"25",20,"pie",55,"B",2,48,9,9,9,11,12,3,2,1,5,4,0,6
18,"near-aligned","far-anchor",7,3,2,"25",22,"pie",55,"C",4,18,18,11,19,14,16,0,1,2,6,4,3,5
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",55,"E",20,15,13,21,25,1,5,2,1,3,4,0,6,5
29,"near-aligned","near-anchor",4,2,1,"100",69,"pie",55,"E",1,31,2,17,29,12,8,1,3,6,0,5,2,4
39,"near-aligned","far-anchor",11,3,1,"25",22,"line",55,"E",4,26,4,11,39,11,5,6,3,4,1,2,0,5
50,"far-from-aligned","anchor",0,7,0,"50 and 100",43,"line",55,"G",8,8,7,7,19,1,50,4,1,0,6,2,3,5
47,"far-from-aligned","near-anchor",3,5,2,"50",45,"line",55,"D",8,9,8,47,5,8,15,6,2,1,5,3,4,0
46,"near-aligned","near-anchor",4,4,1,"50",46,"line",55,"E",6,8,19,8,46,5,8,4,6,3,2,5,1,0
40,"aligned","far-anchor",10,0,0,"100",60,"line",55,"A",40,7,19,4,14,7,9,6,1,3,5,4,0,2
42,"near-aligned","far-anchor",8,1,2,"100",57,"line",55,"G",14,7,1,5,10,21,42,3,2,6,4,0,1,5
25,"aligned","anchor",0,0,0,"25 and 50",25,"line",55,"G",6,1,35,11,8,14,25,5,4,3,1,6,0,2
50,"aligned","anchor",0,0,0,"25 and 75",25,"pie",55,"D",13,1,5,50,11,13,7,6,2,5,3,1,0,4
19,"near-aligned","far-anchor",6,3,1,"0 and 25",3,"line",55,"D",17,3,24,19,9,13,15,5,0,2,1,3,6,4
26,"far-from-aligned","near-anchor",1,9,1,"50",59,"pie",55,"A",26,5,15,19,9,9,17,5,2,6,1,0,4,3
45,"near-aligned","far-anchor",5,4,0,"75",34,"pie",55,"D",6,15,20,45,4,2,8,5,6,3,4,1,2,0
52,"far-from-aligned","far-anchor",2,8,2,"0",8,"pie",55,"B",17,52,8,8,6,5,4,6,1,4,0,2,3,5
43,"far-from-aligned","far-anchor",7,7,2,"50",14,"pie",55,"G",10,14,4,7,20,2,43,6,0,4,5,2,3,1
44,"far-from-aligned","far-anchor",6,8,1,"50",14,"pie",55,"D",13,5,8,44,5,16,9,6,1,3,2,5,4,0
54,"aligned","far-anchor",4,0,1,"100",46,"pie",55,"C",3,8,54,14,8,7,6,4,5,6,3,0,2,1
29,"far-from-aligned","near-anchor",4,7,1,"75",39,"line",55,"F",10,24,13,8,14,29,2,5,0,1,4,6,3,2
22,"near-aligned","near-anchor",3,3,2,"50",47,"line",55,"D",9,15,16,22,7,11,20,1,5,6,4,3,0,2
35,"near-aligned","far-anchor",10,1,0,"25",24,"line",55,"D",7,15,22,35,9,10,2,6,1,5,2,0,3,4
25,"aligned","anchor",0,0,0,"75 and 100",75,"pie",55,"A",25,19,11,8,12,7,18,6,4,5,0,2,1,3
47,"near-aligned","near-anchor",3,1,2,"50",49,"pie",55,"E",5,4,15,9,47,1,19,3,6,4,1,5,0,2
54,"far-from-aligned","far-anchor",4,8,1,"100",38,"pie",55,"B",7,54,17,5,5,8,4,3,5,2,0,4,6,1
31,"near-aligned","far-anchor",6,1,1,"50",49,"line",55,"D",15,4,16,31,16,7,11,3,5,0,4,6,2,1
45,"far-from-aligned","far-anchor",5,6,0,"75",36,"pie",55,"F",7,12,10,12,10,45,4,5,0,2,6,3,4,1
18,"near-aligned","far-anchor",7,3,2,"100",79,"pie",55,"F",3,20,19,15,7,18,18,6,2,3,1,4,5,0
16,"near-aligned","far-anchor",9,2,1,"100",82,"pie",55,"F",14,18,5,31,14,16,2,2,4,3,0,1,5,6
55,"aligned","far-anchor",5,0,0,"100",45,"pie",55,"D",4,5,3,55,7,14,12,0,3,5,6,4,1,2
41,"far-from-aligned","far-anchor",9,7,1,"50",16,"line",55,"B",2,41,2,22,15,4,14,3,2,1,4,5,6,0
21,"near-aligned","near-anchor",4,4,1,"50",46,"line",55,"A",21,5,10,33,18,3,10,3,4,2,0,5,1,6
53,"aligned","far-anchor",3,0,2,"0",0,"line",55,"B",6,53,8,8,10,5,10,1,0,3,5,6,4,2
44,"far-from-aligned","far-anchor",6,6,1,"25",19,"line",55,"B",17,44,9,16,2,9,3,0,2,5,4,1,3,6
35,"far-from-aligned","far-anchor",10,5,0,"0",5,"line",55,"E",5,8,18,9,35,21,4,0,3,5,2,1,6,4
53,"far-from-aligned","far-anchor",3,9,2,"25",34,"line",55,"E",2,1,12,13,53,12,7,0,5,6,2,4,3,1
48,"near-aligned","near-anchor",2,4,2,"50",46,"line",55,"A",48,15,11,2,6,11,7,5,4,2,3,6,1,0
38,"aligned","far-anchor",12,0,2,"100",62,"line",55,"G",4,15,3,18,11,11,38,1,5,4,3,2,0,6
42,"aligned","far-anchor",8,0,2,"75",33,"pie",55,"G",10,3,9,12,23,1,42,6,4,2,5,1,0,3
21,"far-from-aligned","near-anchor",4,10,1,"75",64,"line",55,"B",24,21,10,14,11,15,5,3,5,0,4,2,6,1
38,"near-aligned","far-anchor",12,4,2,"50",8,"pie",55,"F",16,4,8,9,6,38,19,5,6,0,3,4,1,2
52,"far-from-aligned","far-anchor",2,8,2,"25",33,"line",55,"A",52,3,12,14,3,6,10,4,6,5,2,0,3,1
42,"near-aligned","far-anchor",8,2,2,"75",31,"line",55,"E",4,21,6,14,42,5,8,1,0,2,4,3,5,6
52,"aligned","far-anchor",2,0,2,"0",0,"line",55,"F",7,17,10,5,3,52,6,2,6,4,5,1,0,3
37,"near-aligned","far-anchor",12,1,2,"50",49,"pie",55,"F",9,10,10,14,9,37,11,3,4,2,6,0,5,1
41,"near-aligned","far-anchor",9,1,1,"50",8,"pie",55,"A",41,16,3,11,8,15,6,1,3,4,6,0,5,2
51,"far-from-aligned","far-anchor",1,9,1,"0",9,"line",55,"C",8,8,51,14,9,4,6,4,6,1,5,0,2,3
55,"far-from-aligned","far-anchor",5,6,0,"0",6,"pie",55,"A",55,8,14,6,5,8,4,1,5,3,0,6,2,4
27,"aligned","near-anchor",2,0,2,"75",48,"pie",55,"B",15,27,6,21,10,18,3,6,4,3,1,5,0,2
25,"far-from-aligned","anchor",0,11,0,"25 and 50",14,"line",55,"C",4,5,25,15,9,14,28,2,3,1,4,6,0,5
22,"far-from-aligned","near-anchor",3,10,2,"75",65,"pie",55,"G",14,19,17,8,7,13,22,0,2,3,4,1,6,5
29,"near-aligned","near-anchor",4,3,1,"75",43,"pie",55,"C",11,6,29,10,12,14,18,0,2,4,5,1,3,6
45,"far-from-aligned","far-anchor",5,7,0,"50",12,"line",55,"G",6,7,10,16,12,4,45,2,3,6,4,0,5,1
24,"far-from-aligned","near-anchor",1,8,1,"75",59,"line",55,"D",7,16,10,24,7,17,19,2,4,0,5,3,6,1
28,"aligned","near-anchor",3,0,2,"100",72,"pie",55,"B",10,28,6,10,13,22,11,1,6,3,2,5,0,4
22,"near-aligned","near-anchor",3,3,2,"50",47,"line",55,"A",22,3,27,13,9,8,18,4,3,0,6,1,2,5
28,"far-from-aligned","near-anchor",3,7,2,"75",40,"line",55,"D",14,28,14,28,4,2,10,4,1,6,3,5,2,0
46,"near-aligned","near-anchor",4,2,1,"0 and 50",2,"line",55,"B",16,46,8,2,5,9,14,3,1,6,0,4,2,5
42,"aligned","far-anchor",8,0,2,"0",0,"pie",55,"C",4,10,42,14,8,11,11,1,3,0,6,4,2,5
28,"aligned","near-anchor",3,0,2,"100",72,"pie",55,"E",10,15,9,1,28,17,20,1,2,0,4,6,5,3
28,"far-from-aligned","near-anchor",3,7,2,"100",65,"pie",55,"G",12,16,16,7,11,10,28,2,3,1,6,0,4,5
38,"near-aligned","far-anchor",12,2,2,"0",2,"pie",55,"G",16,2,10,7,7,20,38,4,0,3,6,2,5,1
27,"aligned","near-anchor",2,0,2,"25",25,"line",55,"D",17,15,8,27,15,8,10,1,3,0,2,6,5,4
47,"aligned","near-anchor",3,0,2,"50",50,"pie",55,"A",47,4,3,6,15,14,11,5,2,6,4,3,0,1
49,"near-aligned","near-anchor",1,1,1,"50",49,"pie",55,"C",2,11,49,9,23,3,3,6,2,5,4,1,3,0
33,"aligned","far-anchor",8,0,2,"75",42,"line",55,"F",16,9,12,13,14,33,3,6,5,2,0,1,4,3
23,"far-from-aligned","near-anchor",2,7,2,"75",68,"line",55,"E",16,2,17,24,23,9,9,1,2,4,3,5,6,0
41,"near-aligned","far-anchor",9,4,1,"100",55,"line",55,"A",41,4,9,9,16,4,17,5,4,1,3,2,6,0
23,"far-from-aligned","near-anchor",2,10,2,"50",37,"line",55,"F",13,7,2,9,28,23,18,5,1,2,6,0,3,4
28,"far-from-aligned","near-anchor",3,8,2,"100",64,"pie",55,"F",18,6,3,8,19,28,18,2,1,0,6,3,5,4
35,"far-from-aligned","far-anchor",10,7,0,"50",57,"pie",55,"G",8,5,20,12,4,16,35,6,0,3,2,1,4,5
29,"far-from-aligned","near-anchor",4,10,1,"50",60,"pie",55,"G",7,11,16,14,2,21,29,1,6,2,0,4,3,5
26,"aligned","near-anchor",1,0,1,"100",74,"line",55,"A",26,6,11,3,15,28,11,6,2,1,0,5,3,4
22,"aligned","near-anchor",3,0,2,"25",3,"pie",55,"B",7,22,3,7,17,21,23,2,1,0,5,3,6,4
25,"near-aligned","anchor",0,3,0,"25 and 50",22,"pie",55,"B",13,25,17,25,3,12,5,6,2,1,5,4,3,0
20,"far-from-aligned","far-anchor",5,8,0,"75",63,"line",55,"D",29,4,17,20,2,21,7,1,4,6,5,3,0,2
51,"near-aligned","far-anchor",1,1,1,"25",26,"pie",55,"D",5,8,10,51,14,7,5,2,4,6,3,1,0,5
25,"near-aligned","anchor",0,2,0,"75 and 100",73,"pie",55,"F",29,2,18,9,10,25,7,3,6,2,1,0,5,4
54,"far-from-aligned","far-anchor",4,9,1,"100",37,"line",55,"A",54,7,2,10,5,9,13,5,4,3,0,2,6,1
15,"aligned","far-anchor",10,0,0,"0",0,"pie",55,"F",1,11,16,17,9,15,31,2,4,5,1,3,0,6
21,"aligned","near-anchor",4,0,1,"75",75,"line",55,"C",12,4,21,16,18,10,19,3,6,5,4,0,1,2
27,"near-aligned","near-anchor",2,4,2,"25",29,"pie",55,"F",12,11,15,17,7,27,11,0,3,6,1,4,2,5
50,"near-aligned","anchor",0,4,0,"25 and 75",21,"line",55,"G",12,4,7,6,11,10,50,6,1,5,2,0,4,3
25,"far-from-aligned","anchor",0,12,0,"75 and 100",63,"pie",55,"E",15,9,8,12,25,9,22,2,3,1,6,5,4,0
50,"near-aligned","anchor",0,2,0,"0 and 50",2,"line",56,"B",9,50,2,7,1,29,2,5,1,0,2,4,6,3
28,"aligned","near-anchor",3,0,2,"50",22,"line",56,"G",16,23,8,14,3,8,28,4,6,5,0,3,1,2
48,"aligned","near-anchor",2,0,2,"50",2,"pie",56,"C",5,13,48,15,6,11,2,5,2,1,4,3,6,0
21,"far-from-aligned","near-anchor",4,6,1,"50",35,"line",56,"F",8,8,13,23,5,21,22,2,4,5,6,1,3,0
24,"aligned","near-anchor",1,0,1,"0",0,"pie",56,"G",4,7,21,24,2,18,24,5,4,6,2,1,3,0
24,"far-from-aligned","near-anchor",1,10,1,"75",61,"line",56,"E",11,5,15,12,24,9,24,4,2,6,3,5,1,0
31,"near-aligned","far-anchor",6,2,1,"75",42,"pie",56,"E",11,10,20,8,31,19,1,1,0,2,6,4,5,3
19,"near-aligned","far-anchor",6,1,1,"50",30,"pie",56,"E",24,7,15,10,19,15,10,6,3,0,5,2,1,4
30,"far-from-aligned","far-anchor",5,7,0,"25",32,"line",56,"B",7,30,15,10,16,6,16,6,3,4,0,5,2,1
27,"aligned","near-anchor",2,0,2,"50",23,"line",56,"F",12,15,1,10,13,27,22,6,4,5,1,0,2,3
21,"far-from-aligned","near-anchor",4,7,1,"25",11,"pie",56,"F",9,2,32,11,22,21,3,5,3,6,0,4,1,2
33,"far-from-aligned","far-anchor",8,5,2,"75",37,"pie",56,"G",9,21,11,10,2,14,33,5,2,4,6,1,0,3
29,"near-aligned","near-anchor",4,1,1,"100",70,"pie",56,"G",2,14,27,1,13,14,29,1,2,3,6,0,4,5
42,"near-aligned","far-anchor",8,3,2,"100",55,"line",56,"F",1,7,3,11,18,42,18,0,4,6,1,2,5,3
52,"aligned","far-anchor",2,0,2,"100",48,"line",56,"F",6,15,10,4,4,52,9,0,5,2,3,1,6,4
34,"far-from-aligned","far-anchor",9,7,1,"75",34,"pie",56,"A",34,7,7,9,18,9,16,3,5,4,2,6,0,1
27,"far-from-aligned","near-anchor",2,6,2,"25",31,"line",56,"D",6,16,12,27,7,8,24,5,0,4,3,1,2,6
29,"far-from-aligned","near-anchor",4,9,1,"75",37,"pie",56,"D",7,20,13,29,4,13,14,6,2,4,3,1,0,5
19,"aligned","far-anchor",6,0,1,"50",31,"line",56,"F",2,28,16,4,20,19,11,5,6,4,3,1,2,0
25,"aligned","anchor",0,0,0,"25 and 50",25,"pie",56,"E",11,23,11,10,25,14,6,5,4,1,6,2,0,3
23,"aligned","near-anchor",2,0,2,"75",75,"pie",56,"F",6,2,10,21,18,23,20,4,6,1,3,0,5,2
50,"far-from-aligned","anchor",0,8,0,"0 and 50",8,"pie",56,"F",8,13,6,7,5,50,11,0,3,2,6,4,1,5
25,"far-from-aligned","anchor",0,5,0,"75 and 100",70,"pie",56,"D",5,10,10,25,29,10,11,6,2,0,5,3,1,4
37,"aligned","far-anchor",12,0,2,"50",50,"pie",56,"G",17,4,13,20,4,5,37,4,3,6,0,2,1,5
54,"aligned","far-anchor",4,0,1,"25",25,"pie",56,"G",7,5,8,10,2,14,54,1,5,0,2,6,4,3
48,"near-aligned","near-anchor",2,3,2,"50",47,"pie",56,"A",48,10,9,16,9,5,3,5,2,1,0,3,6,4
45,"far-from-aligned","far-anchor",5,10,0,"50 and 75",40,"pie",56,"B",5,45,9,8,22,6,5,2,4,6,0,1,5,3
30,"far-from-aligned","far-anchor",5,7,0,"50",13,"line",56,"B",1,30,9,24,9,14,13,6,1,3,2,4,5,0
19,"near-aligned","far-anchor",6,3,1,"0 and 25",3,"pie",56,"A",19,29,19,2,15,3,13,1,2,5,4,6,0,3
23,"far-from-aligned","near-anchor",2,10,2,"25",15,"pie",56,"A",23,12,6,13,20,11,15,1,6,2,3,4,5,0
23,"near-aligned","near-anchor",2,4,2,"50",31,"line",56,"C",2,19,23,5,12,29,10,0,4,2,3,6,1,5
25,"far-from-aligned","anchor",0,9,0,"50 and 75",41,"line",56,"F",10,5,13,8,16,25,23,4,2,1,6,5,3,0
37,"far-from-aligned","far-anchor",12,6,2,"50",7,"line",56,"A",37,6,12,16,12,10,7,1,3,5,6,4,2,0
43,"aligned","far-anchor",7,0,2,"0",0,"line",56,"D",2,15,8,43,8,6,18,4,3,1,0,5,2,6
50,"aligned","anchor",0,0,0,"0 and 50",0,"pie",56,"B",7,50,1,6,13,13,10,3,0,2,6,4,1,5
21,"far-from-aligned","near-anchor",4,6,1,"75",69,"line",56,"D",10,5,8,21,4,26,26,6,2,1,5,3,4,0
25,"far-from-aligned","anchor",0,5,0,"0 and 25",5,"line",56,"A",25,36,5,2,8,5,19,1,4,5,3,2,0,6
31,"near-aligned","far-anchor",6,3,1,"25 and 50",22,"line",56,"G",11,15,11,2,11,19,31,0,3,1,4,5,6,2
38,"near-aligned","far-anchor",12,4,2,"75",33,"pie",56,"B",12,38,6,2,20,11,11,5,3,4,0,2,6,1
39,"aligned","far-anchor",11,0,1,"50",50,"pie",56,"F",11,8,15,2,6,39,19,6,3,2,0,1,5,4
43,"far-from-aligned","far-anchor",7,5,2,"25",20,"pie",56,"E",4,5,7,15,43,21,5,4,1,5,0,2,6,3
41,"near-aligned","far-anchor",9,2,1,"100",57,"pie",56,"G",2,11,2,26,10,8,41,6,1,2,4,0,3,5
43,"far-from-aligned","far-anchor",7,7,2,"25",18,"pie",56,"D",8,8,6,43,11,10,14,1,6,3,2,5,0,4
29,"far-from-aligned","near-anchor",4,10,1,"25",35,"pie",56,"C",4,12,29,5,2,19,29,1,2,3,4,6,0,5
38,"aligned","far-anchor",12,0,2,"50",12,"pie",56,"G",12,2,13,20,11,4,38,0,6,3,4,5,2,1
52,"aligned","far-anchor",2,0,2,"75",23,"pie",56,"C",10,5,52,6,7,10,10,4,6,3,2,0,5,1
24,"aligned","near-anchor",1,0,1,"75",51,"pie",56,"D",10,13,9,24,21,15,8,5,2,0,4,1,6,3
15,"far-from-aligned","far-anchor",10,6,0,"50",41,"line",56,"G",12,31,22,6,7,7,15,2,6,0,5,1,4,3
15,"near-aligned","far-anchor",10,2,0,"75",73,"pie",56,"C",7,15,15,21,12,18,12,0,4,5,3,6,1,2
25,"aligned","anchor",0,0,0,"75 and 100",75,"line",56,"D",10,14,14,25,16,9,12,2,3,0,6,1,5,4
31,"aligned","far-anchor",6,0,1,"25",25,"pie",56,"E",18,4,12,17,31,11,7,1,5,6,4,2,3,0
26,"far-from-aligned","near-anchor",1,10,1,"0",10,"pie",56,"B",2,26,10,18,22,8,14,4,1,0,3,6,5,2
43,"far-from-aligned","far-anchor",7,7,2,"50",43,"pie",56,"A",43,9,9,14,1,8,16,5,2,4,6,0,3,1
31,"far-from-aligned","far-anchor",6,6,1,"0",6,"line",56,"D",18,13,6,31,14,4,14,4,2,0,1,5,3,6
31,"far-from-aligned","far-anchor",6,8,1,"75",36,"line",56,"C",12,15,31,16,5,13,8,5,0,3,6,4,2,1
21,"near-aligned","near-anchor",4,2,1,"25",23,"pie",56,"D",14,9,26,21,21,8,1,1,0,6,2,4,5,3
34,"near-aligned","far-anchor",9,4,1,"75",37,"line",56,"G",15,11,3,17,6,14,34,4,5,6,1,2,0,3
25,"aligned","anchor",0,0,0,"50 and 75",50,"line",56,"D",5,23,6,25,3,16,22,0,1,3,4,6,2,5
26,"near-aligned","near-anchor",1,2,1,"100",72,"line",56,"G",2,14,17,8,12,21,26,6,3,1,2,0,4,5
23,"far-from-aligned","near-anchor",2,10,2,"75",65,"line",56,"G",8,10,25,3,12,19,23,2,3,1,4,6,0,5
18,"near-aligned","far-anchor",7,4,2,"25",21,"line",56,"B",22,18,17,18,13,8,4,3,2,0,6,5,4,1
18,"far-from-aligned","far-anchor",7,8,2,"25",15,"line",56,"B",18,18,30,15,6,4,9,6,1,5,0,2,4,3
34,"near-aligned","far-anchor",9,2,1,"0",2,"line",56,"F",14,16,13,2,13,34,8,6,3,5,0,2,1,4
15,"far-from-aligned","far-anchor",10,5,0,"75",65,"pie",56,"C",14,20,15,1,18,28,4,1,6,5,3,4,2,0
27,"far-from-aligned","near-anchor",2,11,2,"100",62,"pie",56,"A",27,11,6,19,4,14,19,5,6,2,4,1,3,0
22,"near-aligned","near-anchor",3,2,2,"25",5,"pie",56,"G",3,30,5,11,13,16,22,3,4,0,6,5,2,1
27,"near-aligned","near-anchor",2,1,2,"0",1,"line",56,"A",27,9,12,1,23,6,22,1,5,3,0,6,4,2
24,"aligned","near-anchor",1,0,1,"25",25,"line",56,"E",15,19,11,10,24,4,17,1,6,4,0,2,3,5
24,"near-aligned","near-anchor",1,3,1,"25",22,"line",56,"A",24,12,23,2,26,3,10,2,1,5,3,6,4,0
32,"near-aligned","far-anchor",7,4,2,"75",39,"line",56,"C",20,21,32,14,6,3,4,5,2,3,0,4,6,1
21,"near-aligned","near-anchor",4,3,1,"75",57,"pie",56,"D",18,10,26,21,6,7,12,1,6,2,4,0,3,5
36,"aligned","far-anchor",11,0,1,"50",14,"line",56,"B",3,36,15,13,14,14,5,5,1,3,4,6,0,2
53,"far-from-aligned","far-anchor",3,5,2,"75",17,"pie",56,"F",11,4,8,3,13,53,8,5,1,6,3,0,2,4
25,"near-aligned","anchor",0,2,0,"75 and 100",73,"pie",56,"C",19,19,25,2,17,7,11,1,4,5,6,0,2,3
26,"far-from-aligned","near-anchor",1,6,1,"50",56,"pie",56,"A",26,2,8,18,14,9,23,5,4,3,6,0,2,1
23,"near-aligned","near-anchor",2,3,2,"75",55,"pie",56,"F",13,13,14,9,14,23,14,6,1,0,5,3,4,2
37,"near-aligned","far-anchor",12,3,2,"100",60,"pie",56,"D",6,31,7,37,3,9,7,0,2,1,5,6,3,4
43,"near-aligned","far-anchor",7,2,2,"75",30,"line",56,"D",14,6,5,43,10,9,13,0,1,4,3,2,5,6
24,"aligned","near-anchor",1,0,1,"0",0,"pie",56,"G",8,13,14,17,10,14,24,3,1,6,5,2,4,0
24,"aligned","near-anchor",1,0,1,"0",0,"line",56,"E",7,10,22,15,24,12,10,3,2,5,1,0,6,4
15,"near-aligned","far-anchor",10,2,0,"50",33,"pie",56,"A",15,16,9,18,13,12,17,2,1,3,4,6,5,0
25,"near-aligned","anchor",0,4,0,"50 and 75",46,"pie",56,"B",15,25,13,14,15,8,10,5,4,0,6,3,2,1
27,"far-from-aligned","near-anchor",2,6,2,"25",31,"line",56,"C",10,8,27,13,11,14,17,1,0,3,2,4,5,6
27,"aligned","near-anchor",2,0,2,"25",25,"line",56,"F",6,19,23,15,3,27,7,1,0,6,4,5,2,3
40,"far-from-aligned","far-anchor",10,5,0,"75",40,"line",56,"G",13,12,6,13,7,9,40,0,1,3,6,5,2,4
30,"near-aligned","far-anchor",5,2,0,"50",18,"pie",56,"E",15,12,3,22,30,12,6,5,1,6,4,2,3,0
