responseTime,prolificID,userID,questionNum,response,loadTime,questionID,selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,A,B,C,D,E,F,G,A_ind,B_ind,C_ind,D_ind,E_ind,F_ind,G_ind,error,absError,correct
3.104,64012a2623351894f2917605,3.0,46,15,2025-04-21 20:44:23.417,238.0,26,far-from-aligned,near-anchor,1,5,1,0,5,line,3,G,5,10,6,18,13,22,26,0,3,2,5,6,4,1,-11.0,11.0,False
3.607,64012a2623351894f2917605,3.0,47,40,2025-04-21 20:44:26.856,239.0,53,far-from-aligned,far-anchor,3,10,2,25,35,line,3,B,7,53,8,5,4,12,11,1,4,5,3,6,0,2,-13.0,13.0,False
3.624,64012a2623351894f2917605,3.0,48,25,2025-04-21 20:44:30.787,240.0,50,aligned,anchor,0,0,0,50 and 100,50,line,3,D,1,8,1,50,20,8,12,1,4,0,6,5,3,2,-25.0,25.0,False
3.237,64012a2623351894f2917605,3.0,49,30,2025-04-21 20:44:35.997,241.0,50,aligned,anchor,0,0,0,25 and 75,25,line,3,G,5,14,7,14,4,6,50,6,1,2,5,0,4,3,-20.0,20.0,False
4.488,64012a2623351894f2917605,3.0,50,15,2025-04-21 20:44:39.577,242.0,19,near-aligned,far-anchor,6,2,1,0,2,line,3,D,11,30,2,19,14,12,12,6,2,0,1,5,4,3,-4.0,4.0,False
4.469,64012a2623351894f2917605,3.0,51,15,2025-04-21 20:44:44.404,243.0,24,far-from-aligned,near-anchor,1,6,1,75,69,line,3,C,7,14,24,5,21,17,12,6,3,5,0,2,4,1,-9.0,9.0,False
4.747,64012a2623351894f2917605,3.0,52,40,2025-04-21 20:44:49.178,244.0,31,near-aligned,far-anchor,6,4,1,75,40,pie,3,F,17,8,12,11,11,31,10,1,6,2,0,5,3,4,9.0,9.0,False
3.122,64012a2623351894f2917605,3.0,53,35,2025-04-21 20:44:54.250,245.0,29,near-aligned,near-anchor,4,1,1,75,45,pie,3,A,29,16,19,4,6,12,14,4,1,2,3,0,6,5,6.0,6.0,False
2.892,64012a2623351894f2917605,3.0,54,35,2025-04-21 20:44:57.686,246.0,25,aligned,anchor,0,0,0,25 and 50,25,pie,3,C,28,19,25,5,6,7,10,6,1,2,5,0,3,4,10.0,10.0,False
3.264,64012a2623351894f2917605,3.0,55,25,2025-04-21 20:45:00.892,247.0,40,near-aligned,far-anchor,10,4,0,75,31,line,3,E,9,5,11,13,40,9,13,1,5,4,6,3,0,2,-15.0,15.0,False
3.183,64012a2623351894f2917605,3.0,56,15,2025-04-21 20:45:04.507,248.0,21,far-from-aligned,near-anchor,4,8,1,25,12,line,3,D,19,17,2,21,11,12,18,3,2,6,1,4,0,5,-6.0,6.0,False
3.224,64012a2623351894f2917605,3.0,57,20,2025-04-21 20:45:08.002,249.0,28,near-aligned,near-anchor,3,1,2,0,1,line,3,E,25,15,2,23,28,1,6,3,6,2,4,1,0,5,-8.0,8.0,False
4.359,64012a2623351894f2917605,3.0,58,45,2025-04-21 20:45:11.570,250.0,42,far-from-aligned,far-anchor,8,5,2,50,13,pie,3,D,4,13,14,42,4,9,14,4,0,6,1,5,3,2,3.0,3.0,False
4.261,64012a2623351894f2917605,3.0,59,15,2025-04-21 20:45:16.323,251.0,20,near-aligned,far-anchor,5,3,0,25,8,line,3,C,14,9,20,11,11,8,27,6,3,1,5,4,0,2,-5.0,5.0,False
4.055,64012a2623351894f2917605,3.0,60,45,2025-04-21 20:45:20.896,252.0,51,far-from-aligned,far-anchor,1,8,1,75,16,line,3,D,9,12,5,51,7,3,13,3,4,6,2,5,0,1,-6.0,6.0,False
3.303,64012a2623351894f2917605,3.0,61,15,2025-04-21 20:45:31.378,253.0,15,aligned,far-anchor,10,0,0,25,10,line,3,E,18,13,10,7,15,9,28,5,2,0,4,1,3,6,0.0,0.0,True
3.445,64012a2623351894f2917605,3.0,62,35,2025-04-21 20:45:35.007,254.0,38,far-from-aligned,far-anchor,12,6,2,0 and 50,6,line,3,D,11,4,8,38,6,26,7,6,3,2,1,0,4,5,-3.0,3.0,False
3.462,64012a2623351894f2917605,3.0,63,48,2025-04-21 20:45:38.744,255.0,50,near-aligned,anchor,0,1,0,0 and 50,1,pie,3,F,13,8,1,16,8,50,4,5,4,0,2,6,1,3,-2.0,2.0,False
3.0,64012a2623351894f2917605,3.0,64,48,2025-04-21 20:45:42.489,256.0,51,near-aligned,far-anchor,1,2,1,100,47,pie,3,G,15,9,12,6,5,2,51,0,1,4,2,3,6,5,-3.0,3.0,False
4.038,64012a2623351894f2917605,3.0,65,17,2025-04-21 20:45:45.839,257.0,37,aligned,far-anchor,12,0,2,25,25,line,3,G,14,20,3,14,7,5,37,6,1,5,3,4,0,2,-20.0,20.0,False
3.003,64012a2623351894f2917605,3.0,66,35,2025-04-21 20:45:50.209,258.0,32,far-from-aligned,far-anchor,7,6,2,75,37,pie,3,F,7,16,5,10,8,32,22,4,5,2,1,6,3,0,3.0,3.0,False
3.17,64012a2623351894f2917605,3.0,67,32,2025-04-21 20:45:53.541,259.0,29,aligned,near-anchor,4,0,1,50,50,pie,3,B,13,29,12,9,10,23,4,1,4,6,5,3,0,2,3.0,3.0,False
3.03,64012a2623351894f2917605,3.0,68,37,2025-04-21 20:45:57.007,260.0,34,near-aligned,far-anchor,9,4,1,0,4,pie,3,G,23,6,6,5,4,22,34,5,2,3,4,0,6,1,3.0,3.0,False
4.599,64012a2623351894f2917605,3.0,69,12,2025-04-21 20:46:00.330,261.0,24,aligned,near-anchor,1,0,1,25,25,line,3,D,24,8,12,24,10,17,5,4,1,6,2,3,0,5,-12.0,12.0,False
3.693,64012a2623351894f2917605,3.0,70,22,2025-04-21 20:46:05.228,262.0,43,aligned,far-anchor,7,0,2,75,32,line,3,F,7,8,10,18,8,43,6,6,1,4,2,5,3,0,-21.0,21.0,False
2.987,64012a2623351894f2917605,3.0,71,32,2025-04-21 20:46:09.214,263.0,29,far-from-aligned,near-anchor,4,8,1,75,38,pie,3,C,7,27,29,8,3,9,17,5,1,3,0,2,4,6,3.0,3.0,False
3.794,64012a2623351894f2917605,3.0,72,11,2025-04-21 20:46:12.523,264.0,20,near-aligned,far-anchor,5,1,0,25,24,line,3,C,17,23,20,6,10,8,16,3,4,2,6,5,1,0,-9.0,9.0,False
6.212,64012a2623351894f2917605,3.0,73,32,2025-04-21 20:46:36.271,265.0,46,near-aligned,near-anchor,4,2,1,50,6,line,3,F,12,14,13,6,5,46,4,5,4,3,0,2,1,6,-14.0,14.0,False
4.656,64012a2623351894f2917605,3.0,74,15,2025-04-21 20:46:42.761,266.0,17,aligned,far-anchor,8,0,2,100,83,line,3,F,8,12,8,25,14,17,16,0,1,4,2,3,6,5,-2.0,2.0,False
4.555,64012a2623351894f2917605,3.0,75,15,2025-04-21 20:46:47.745,267.0,25,far-from-aligned,anchor,0,5,0,0 and 25,5,line,3,E,26,15,9,12,25,5,8,2,6,5,3,1,0,4,-10.0,10.0,False
4.468,64012a2623351894f2917605,3.0,76,17,2025-04-21 20:46:52.642,268.0,17,aligned,far-anchor,8,0,2,75,75,pie,3,C,28,19,17,8,14,2,12,0,1,5,6,2,4,3,0.0,0.0,True
4.395,64012a2623351894f2917605,3.0,77,15,2025-04-21 20:46:57.465,269.0,18,far-from-aligned,far-anchor,7,8,2,50,40,line,3,G,11,6,25,10,18,12,18,6,5,4,2,1,0,3,-3.0,3.0,False
4.473,64012a2623351894f2917605,3.0,78,32,2025-04-21 20:47:02.202,270.0,25,far-from-aligned,anchor,0,10,0,75 and 100,65,line,3,A,25,15,10,18,10,13,9,5,3,0,1,6,4,2,7.0,7.0,False
4.457,64012a2623351894f2917605,3.0,79,25,2025-04-21 20:47:07.016,271.0,22,near-aligned,near-anchor,3,2,2,50,30,line,3,D,2,5,11,22,28,5,27,0,6,5,2,1,4,3,3.0,3.0,False
4.274,64012a2623351894f2917605,3.0,80,25,2025-04-21 20:47:11.803,272.0,24,aligned,near-anchor,1,0,1,25,1,line,3,A,24,5,20,7,1,34,9,1,6,2,4,0,5,3,1.0,1.0,False
3.934,64012a2623351894f2917605,3.0,81,48,2025-04-21 20:47:16.416,273.0,53,near-aligned,far-anchor,3,2,2,0,2,pie,3,E,4,6,17,10,53,2,8,6,5,2,4,1,0,3,-5.0,5.0,False
4.378,64012a2623351894f2917605,3.0,82,40,2025-04-21 20:47:20.677,274.0,39,near-aligned,far-anchor,11,3,1,75,33,line,3,D,9,17,8,39,8,9,10,5,0,2,3,1,4,6,1.0,1.0,False
2.959,64012a2623351894f2917605,3.0,83,15,2025-04-21 20:47:25.378,275.0,16,near-aligned,far-anchor,9,2,1,25,7,pie,3,F,10,7,13,18,12,16,24,4,0,5,6,2,1,3,-1.0,1.0,False
3.488,64012a2623351894f2917605,3.0,84,35,2025-04-21 20:47:28.646,276.0,26,far-from-aligned,near-anchor,1,11,1,50,61,pie,3,G,13,8,15,11,12,15,26,6,1,4,3,2,0,5,9.0,9.0,False
6.229,64012a2623351894f2917605,3.0,85,38,2025-04-21 20:47:33.812,277.0,34,far-from-aligned,far-anchor,9,6,1,50,10,pie,3,E,8,9,3,9,34,10,27,6,5,3,2,1,0,4,4.0,4.0,False
4.33,64012a2623351894f2917605,3.0,86,25,2025-04-21 20:47:40.424,278.0,25,far-from-aligned,anchor,0,8,0,75 and 100,67,pie,3,A,25,18,11,4,14,20,8,5,3,1,4,0,2,6,0.0,0.0,True
4.314,64012a2623351894f2917605,3.0,87,27,2025-04-21 20:47:45.149,279.0,34,far-from-aligned,far-anchor,9,6,1,100,60,line,3,D,11,3,25,34,6,6,15,2,4,3,5,6,0,1,-7.0,7.0,False
3.91,64012a2623351894f2917605,3.0,88,38,2025-04-21 20:47:49.867,280.0,29,far-from-aligned,near-anchor,4,8,1,75,38,pie,3,F,16,13,2,16,6,29,18,1,5,4,2,0,3,6,9.0,9.0,False
4.614,64012a2623351894f2917605,3.0,89,36,2025-04-21 20:47:54.103,281.0,28,near-aligned,near-anchor,3,4,2,25,29,pie,3,B,23,28,10,6,21,9,3,0,2,5,1,6,4,3,8.0,8.0,False
3.942,64012a2623351894f2917605,3.0,90,32,2025-04-21 20:47:59.043,282.0,27,near-aligned,near-anchor,2,2,2,0,2,pie,3,G,3,6,2,22,13,27,27,4,2,0,5,6,3,1,5.0,5.0,False
5.637,64012a2623351894f2917605,3.0,91,35,2025-04-21 20:48:03.316,283.0,41,near-aligned,far-anchor,9,3,1,25,22,line,3,B,9,41,8,17,11,11,3,5,2,6,4,1,0,3,-6.0,6.0,False
3.778,64012a2623351894f2917605,3.0,92,48,2025-04-21 20:48:09.375,284.0,50,near-aligned,anchor,0,3,0,50 and 100,47,pie,3,G,17,3,5,15,4,6,50,4,6,3,1,0,2,5,-2.0,2.0,False
3.718,64012a2623351894f2917605,3.0,93,32,2025-04-21 20:48:13.485,285.0,32,aligned,far-anchor,7,0,2,0,0,pie,3,B,6,32,3,10,31,4,14,5,0,6,1,3,2,4,0.0,0.0,True
5.328,64012a2623351894f2917605,3.0,94,35,2025-04-21 20:48:17.601,286.0,46,far-from-aligned,near-anchor,4,10,1,50,14,line,3,D,6,3,12,46,14,8,11,0,4,5,2,3,1,6,-11.0,11.0,False
3.445,64012a2623351894f2917605,3.0,95,15,2025-04-21 20:48:23.272,287.0,16,far-from-aligned,far-anchor,9,8,1,50 and 50,42,pie,3,G,14,17,9,14,16,14,16,1,5,6,2,4,0,3,-1.0,1.0,False
3.742,64012a2623351894f2917605,3.0,96,46,2025-04-21 20:48:27.044,288.0,47,near-aligned,near-anchor,3,2,2,50,48,pie,3,E,11,6,22,1,47,5,8,0,2,1,4,5,6,3,-1.0,1.0,False
9.476,666382ae8e2b0242b661879a,4.0,1,30,2025-04-21 20:28:04.595,289.0,33,near-aligned,far-anchor,8,2,2,50,48,pie,4,G,16,4,3,13,16,15,33,6,2,5,0,1,3,4,-3.0,3.0,False
4.209,666382ae8e2b0242b661879a,4.0,2,25,2025-04-21 20:28:14.121,290.0,33,near-aligned,far-anchor,8,4,2,50,13,pie,4,G,13,9,18,19,6,2,33,0,3,6,5,2,4,1,-8.0,8.0,False
3.981,666382ae8e2b0242b661879a,4.0,3,17,2025-04-21 20:28:18.374,291.0,23,near-aligned,near-anchor,2,3,2,75,72,line,4,F,15,17,21,5,11,23,8,0,1,3,6,4,5,2,-6.0,6.0,False
4.032,666382ae8e2b0242b661879a,4.0,4,25,2025-04-21 20:28:22.398,292.0,29,near-aligned,near-anchor,4,3,1,75,43,pie,4,D,10,12,2,29,18,16,13,0,6,1,4,2,5,3,-4.0,4.0,False
4.208,666382ae8e2b0242b661879a,4.0,5,40,2025-04-21 20:28:26.480,293.0,50,near-aligned,anchor,0,2,0,0 and 50,2,line,4,G,11,12,2,8,9,8,50,2,3,0,4,6,5,1,-10.0,10.0,False
4.558,666382ae8e2b0242b661879a,4.0,6,50,2025-04-21 20:28:30.727,294.0,51,far-from-aligned,far-anchor,1,8,1,25,33,pie,4,D,17,6,10,51,4,5,7,1,6,5,4,2,0,3,-1.0,1.0,False
3.693,666382ae8e2b0242b661879a,4.0,7,20,2025-04-21 20:28:35.325,295.0,18,near-aligned,far-anchor,7,2,2,75,55,pie,4,F,1,13,18,14,19,18,17,2,6,1,5,0,4,3,2.0,2.0,False
3.873,666382ae8e2b0242b661879a,4.0,8,50,2025-04-21 20:28:39.074,296.0,50,near-aligned,anchor,0,4,0,50 and 100,46,pie,4,F,26,5,10,4,4,50,1,3,0,1,6,2,5,4,0.0,0.0,True
3.837,666382ae8e2b0242b661879a,4.0,9,20,2025-04-21 20:28:42.993,297.0,22,far-from-aligned,near-anchor,3,8,2,75,61,pie,4,E,17,22,11,6,22,15,7,6,1,4,2,5,0,3,-2.0,2.0,False
7.813,666382ae8e2b0242b661879a,4.0,10,40,2025-04-21 20:28:46.875,298.0,47,near-aligned,near-anchor,3,1,2,0,1,line,4,D,1,11,13,47,10,10,8,0,5,4,1,3,6,2,-7.0,7.0,False
2.691,666382ae8e2b0242b661879a,4.0,11,15,2025-04-21 20:28:54.730,299.0,23,far-from-aligned,near-anchor,2,9,2,75,66,line,4,B,20,23,4,12,20,10,11,2,5,3,0,1,4,6,-8.0,8.0,False
3.249,666382ae8e2b0242b661879a,4.0,12,15,2025-04-21 20:28:57.475,300.0,24,aligned,near-anchor,1,0,1,25,1,line,4,F,16,23,1,8,19,24,9,6,2,0,3,5,1,4,-9.0,9.0,False
3.813,666382ae8e2b0242b661879a,4.0,13,50,2025-04-21 20:29:44.635,301.0,50,aligned,anchor,0,0,0,25 and 75,25,line,4,E,8,13,8,11,50,6,4,0,2,6,5,3,4,1,0.0,0.0,True
2.475,666382ae8e2b0242b661879a,4.0,14,20,2025-04-21 20:29:48.490,302.0,25,far-from-aligned,anchor,0,5,0,75 and 100,70,pie,4,G,5,24,13,7,23,3,25,6,3,2,1,4,0,5,-5.0,5.0,False
4.664,666382ae8e2b0242b661879a,4.0,15,20,2025-04-21 20:29:51.025,303.0,21,far-from-aligned,near-anchor,4,5,1,25,20,pie,4,D,10,12,35,21,7,10,5,1,6,5,2,4,0,3,-1.0,1.0,False
2.765,666382ae8e2b0242b661879a,4.0,16,15,2025-04-21 20:29:55.730,304.0,25,aligned,anchor,0,0,0,50 and 75,50,line,4,B,10,25,13,15,18,7,12,6,4,0,5,3,1,2,-10.0,10.0,False
2.627,666382ae8e2b0242b661879a,4.0,17,25,2025-04-21 20:29:58.542,305.0,25,aligned,anchor,0,0,0,50 and 75,50,pie,4,D,5,14,21,25,15,9,11,1,6,3,4,2,0,5,0.0,0.0,True
3.991,666382ae8e2b0242b661879a,4.0,18,20,2025-04-21 20:30:01.209,306.0,34,near-aligned,far-anchor,9,4,1,75,37,line,4,D,2,17,10,34,13,16,8,4,5,6,3,1,0,2,-14.0,14.0,False
2.748,666382ae8e2b0242b661879a,4.0,19,10,2025-04-21 20:30:05.240,307.0,19,far-from-aligned,far-anchor,6,8,1,50,39,line,4,F,3,20,9,20,10,19,19,4,6,2,0,1,3,5,-9.0,9.0,False
3.69,666382ae8e2b0242b661879a,4.0,20,25,2025-04-21 20:30:08.025,308.0,33,aligned,far-anchor,8,0,2,75,42,pie,4,E,13,10,19,8,33,11,6,2,0,5,1,4,3,6,-8.0,8.0,False
3.632,666382ae8e2b0242b661879a,4.0,21,50,2025-04-21 20:30:11.763,309.0,47,far-from-aligned,near-anchor,3,6,2,50,44,pie,4,B,7,47,7,16,7,9,7,2,5,1,0,3,6,4,3.0,3.0,False
2.731,666382ae8e2b0242b661879a,4.0,22,20,2025-04-21 20:30:15.439,310.0,23,aligned,near-anchor,2,0,2,75,52,pie,4,A,23,8,10,10,15,17,17,4,5,2,3,1,0,6,-3.0,3.0,False
2.584,666382ae8e2b0242b661879a,4.0,23,25,2025-04-21 20:30:18.216,311.0,34,near-aligned,far-anchor,9,1,1,0,1,line,4,G,7,3,29,1,15,11,34,2,4,5,0,3,6,1,-9.0,9.0,False
3.155,666382ae8e2b0242b661879a,4.0,24,17,2025-04-21 20:30:20.850,312.0,22,aligned,near-anchor,3,0,2,50,50,pie,4,F,15,18,12,15,5,22,13,1,3,2,6,0,4,5,-5.0,5.0,False
2.806,666382ae8e2b0242b661879a,4.0,25,20,2025-04-21 20:30:36.573,313.0,41,far-from-aligned,far-anchor,9,5,1,50,45,line,4,B,16,41,4,14,7,13,5,1,5,0,6,2,3,4,-21.0,21.0,False
2.452,666382ae8e2b0242b661879a,4.0,26,20,2025-04-21 20:30:39.419,314.0,34,far-from-aligned,far-anchor,9,6,1,25,31,line,4,C,11,9,34,17,5,13,11,4,1,3,2,0,5,6,-14.0,14.0,False
2.267,666382ae8e2b0242b661879a,4.0,27,20,2025-04-21 20:30:41.907,315.0,35,far-from-aligned,far-anchor,10,7,0,50,57,line,4,B,10,35,10,18,8,8,11,2,5,4,1,3,6,0,-15.0,15.0,False
3.034,666382ae8e2b0242b661879a,4.0,28,15,2025-04-21 20:30:44.213,316.0,27,aligned,near-anchor,2,0,2,75,48,line,4,D,11,7,17,27,3,13,22,0,2,3,4,5,1,6,-12.0,12.0,False
2.957,666382ae8e2b0242b661879a,4.0,29,25,2025-04-21 20:30:47.286,317.0,28,near-aligned,near-anchor,3,3,2,50,53,pie,4,B,24,28,9,18,13,1,7,3,4,1,6,2,5,0,-3.0,3.0,False
3.044,666382ae8e2b0242b661879a,4.0,30,50,2025-04-21 20:30:50.289,318.0,50,near-aligned,anchor,0,2,0,0 and 50,2,pie,4,G,8,9,2,10,8,13,50,3,2,0,4,6,5,1,0.0,0.0,True
2.793,666382ae8e2b0242b661879a,4.0,31,30,2025-04-21 20:30:53.370,319.0,45,far-from-aligned,far-anchor,5,8,0,50,42,line,4,D,7,14,6,45,3,12,13,0,3,1,5,2,4,6,-15.0,15.0,False
3.043,666382ae8e2b0242b661879a,4.0,32,40,2025-04-21 20:30:56.210,320.0,35,far-from-aligned,far-anchor,10,6,0,75,34,pie,4,C,16,21,35,8,5,12,3,4,0,3,1,2,5,6,5.0,5.0,False
6.064,666382ae8e2b0242b661879a,4.0,33,14,2025-04-21 20:30:59.295,321.0,16,far-from-aligned,far-anchor,9,5,1,50,45,pie,4,F,14,21,8,10,7,16,24,2,0,6,1,5,3,4,-2.0,2.0,False
2.919,666382ae8e2b0242b661879a,4.0,34,35,2025-04-21 20:31:05.407,322.0,49,far-from-aligned,near-anchor,1,5,1,50,6,line,4,G,16,6,8,5,6,10,49,5,4,2,6,0,3,1,-14.0,14.0,False
3.221,666382ae8e2b0242b661879a,4.0,35,35,2025-04-21 20:31:08.371,323.0,36,near-aligned,far-anchor,11,1,1,75,38,pie,4,E,21,5,18,8,36,9,3,0,2,6,5,4,3,1,-1.0,1.0,False
3.205,666382ae8e2b0242b661879a,4.0,36,15,2025-04-21 20:31:11.634,324.0,18,aligned,far-anchor,7,0,2,50,50,pie,4,C,14,18,18,10,7,14,19,3,5,4,2,0,6,1,-3.0,3.0,False
2.94,666382ae8e2b0242b661879a,4.0,37,15,2025-04-21 20:33:02.175,325.0,15,far-from-aligned,far-anchor,10,6,0,50,41,pie,4,C,9,12,15,10,20,12,22,0,6,3,1,4,5,2,0.0,0.0,True
2.567,666382ae8e2b0242b661879a,4.0,38,20,2025-04-21 20:33:05.163,326.0,32,near-aligned,far-anchor,7,4,2,100,64,line,4,D,6,4,14,32,12,16,16,4,6,2,5,3,1,0,-12.0,12.0,False
3.386,666382ae8e2b0242b661879a,4.0,39,45,2025-04-21 20:33:07.783,327.0,43,far-from-aligned,far-anchor,7,6,2,75,38,pie,4,C,9,10,43,9,11,7,11,6,5,4,1,0,2,3,2.0,2.0,False
2.841,666382ae8e2b0242b661879a,4.0,40,20,2025-04-21 20:33:11.221,328.0,22,aligned,near-anchor,3,0,2,50,50,line,4,A,22,9,19,17,13,6,14,4,6,5,1,3,2,0,-2.0,2.0,False
2.613,666382ae8e2b0242b661879a,4.0,41,25,2025-04-21 20:33:14.106,329.0,29,near-aligned,near-anchor,4,2,1,50,52,pie,4,F,3,9,10,16,5,29,28,1,6,5,2,0,4,3,-4.0,4.0,False
2.813,666382ae8e2b0242b661879a,4.0,42,25,2025-04-21 20:33:16.756,330.0,32,near-aligned,far-anchor,7,1,2,100,67,pie,4,E,1,2,23,16,32,4,22,6,3,1,4,5,2,0,-7.0,7.0,False
3.622,666382ae8e2b0242b661879a,4.0,43,20,2025-04-21 20:33:19.608,331.0,21,far-from-aligned,near-anchor,4,6,1,25,19,line,4,F,12,20,9,14,5,21,19,6,2,5,4,3,1,0,-1.0,1.0,False
4.683,666382ae8e2b0242b661879a,4.0,44,20,2025-04-21 20:33:23.281,332.0,17,far-from-aligned,far-anchor,8,8,2,50,41,pie,4,B,11,17,13,13,10,18,18,6,3,0,4,2,1,5,3.0,3.0,False
2.226,666382ae8e2b0242b661879a,4.0,45,25,2025-04-21 20:33:28.018,333.0,30,near-aligned,far-anchor,5,1,0,75,44,pie,4,A,30,8,13,19,21,7,2,4,1,3,6,2,5,0,-5.0,5.0,False
2.65,666382ae8e2b0242b661879a,4.0,46,40,2025-04-21 20:33:30.284,334.0,42,far-from-aligned,far-anchor,8,6,2,25,19,line,4,D,15,4,3,42,11,10,15,1,0,5,2,3,4,6,-2.0,2.0,False
2.23,666382ae8e2b0242b661879a,4.0,47,30,2025-04-21 20:33:32.978,335.0,31,far-from-aligned,far-anchor,6,6,1,75,38,line,4,D,11,6,20,31,21,3,8,1,2,5,3,0,6,4,-1.0,1.0,False
2.531,666382ae8e2b0242b661879a,4.0,48,25,2025-04-21 20:33:35.253,336.0,22,far-from-aligned,near-anchor,3,5,2,50,33,pie,4,B,10,22,1,23,6,17,21,0,3,5,4,1,2,6,3.0,3.0,False
2.843,666382ae8e2b0242b661879a,4.0,49,20,2025-04-21 20:34:15.605,337.0,23,far-from-aligned,near-anchor,2,7,2,75,59,line,4,C,13,9,23,16,6,15,18,2,1,5,4,3,0,6,-3.0,3.0,False
2.755,666382ae8e2b0242b661879a,4.0,50,40,2025-04-21 20:34:18.484,338.0,44,aligned,far-anchor,6,0,1,50,6,line,4,G,6,8,3,6,16,17,44,5,6,4,0,2,3,1,-4.0,4.0,False
1.634,666382ae8e2b0242b661879a,4.0,51,50,2025-04-21 20:34:21.279,339.0,47,far-from-aligned,near-anchor,3,7,2,75,35,line,4,B,3,47,6,17,12,11,4,3,4,6,1,5,2,0,3.0,3.0,False
1.95,666382ae8e2b0242b661879a,4.0,52,50,2025-04-21 20:34:22.950,340.0,45,far-from-aligned,far-anchor,5,7,0,50,12,pie,4,D,9,11,12,45,8,12,3,6,4,2,1,3,0,5,5.0,5.0,False
2.183,666382ae8e2b0242b661879a,4.0,53,50,2025-04-21 20:34:24.945,341.0,54,far-from-aligned,far-anchor,4,5,1,100,41,pie,4,F,5,11,4,10,10,54,6,6,3,0,1,4,5,2,-4.0,4.0,False
2.484,666382ae8e2b0242b661879a,4.0,54,50,2025-04-21 20:34:27.180,342.0,50,near-aligned,anchor,0,4,0,50 and 100,46,line,4,E,2,12,4,17,50,9,6,2,3,6,4,5,1,0,0.0,0.0,True
2.546,666382ae8e2b0242b661879a,4.0,55,20,2025-04-21 20:34:29.707,343.0,15,aligned,far-anchor,10,0,0,100,85,pie,4,B,16,15,8,20,2,22,17,5,6,1,3,0,2,4,5.0,5.0,False
2.281,666382ae8e2b0242b661879a,4.0,56,15,2025-04-21 20:34:32.298,344.0,18,near-aligned,far-anchor,7,2,2,25,23,line,4,E,3,32,10,20,18,11,6,0,4,3,1,2,5,6,-3.0,3.0,False
2.604,666382ae8e2b0242b661879a,4.0,57,25,2025-04-21 20:34:34.624,345.0,28,near-aligned,near-anchor,3,4,2,50,54,pie,4,C,5,27,28,13,4,13,10,5,1,4,6,2,3,0,-3.0,3.0,False
2.11,666382ae8e2b0242b661879a,4.0,58,20,2025-04-21 20:34:37.269,346.0,21,near-aligned,near-anchor,4,4,1,50,46,pie,4,A,21,1,16,14,14,18,16,3,4,6,1,0,2,5,-1.0,1.0,False
2.236,666382ae8e2b0242b661879a,4.0,59,50,2025-04-21 20:34:39.423,347.0,51,aligned,far-anchor,1,0,1,25,25,line,4,G,7,2,10,3,15,12,51,0,5,6,1,2,4,3,-1.0,1.0,False
2.702,666382ae8e2b0242b661879a,4.0,60,35,2025-04-21 20:34:41.702,348.0,38,far-from-aligned,far-anchor,12,6,2,25 and 75,31,line,4,F,9,14,10,8,19,38,2,1,0,6,2,4,3,5,-3.0,3.0,False
2.581,666382ae8e2b0242b661879a,4.0,61,25,2025-04-21 20:34:45.818,349.0,30,aligned,far-anchor,5,0,0,50,20,pie,4,A,30,2,8,18,17,13,12,2,3,0,4,5,6,1,-5.0,5.0,False
2.366,666382ae8e2b0242b661879a,4.0,62,20,2025-04-21 20:34:48.473,350.0,27,aligned,near-anchor,2,0,2,50,23,line,4,G,18,9,14,11,5,16,27,0,3,4,5,1,6,2,-7.0,7.0,False
3.269,666382ae8e2b0242b661879a,4.0,63,35,2025-04-21 20:34:50.878,351.0,42,aligned,far-anchor,8,0,2,50,8,line,4,C,7,9,42,17,8,8,9,4,3,1,2,6,0,5,-7.0,7.0,False
1.9,666382ae8e2b0242b661879a,4.0,64,25,2025-04-21 20:34:54.204,352.0,24,aligned,near-anchor,1,0,1,75,51,pie,4,E,15,16,11,9,24,4,21,3,2,1,0,4,6,5,1.0,1.0,False
1.839,666382ae8e2b0242b661879a,4.0,65,50,2025-04-21 20:34:56.140,353.0,49,aligned,near-anchor,1,0,1,25,25,pie,4,C,1,2,49,5,19,11,13,2,6,3,4,5,1,0,1.0,1.0,False
2.392,666382ae8e2b0242b661879a,4.0,66,25,2025-04-21 20:34:58.027,354.0,31,near-aligned,far-anchor,6,2,1,50,17,pie,4,A,31,1,17,17,3,16,15,1,5,3,0,4,6,2,-6.0,6.0,False
3.788,666382ae8e2b0242b661879a,4.0,67,40,2025-04-21 20:35:00.459,355.0,45,aligned,far-anchor,5,0,0,50,50,line,4,F,14,10,6,8,12,45,5,0,1,2,4,3,5,6,-5.0,5.0,False
1.803,666382ae8e2b0242b661879a,4.0,68,25,2025-04-21 20:35:04.289,356.0,26,far-from-aligned,near-anchor,1,7,1,50,17,pie,4,C,10,22,26,17,11,10,4,3,4,1,0,6,5,2,-1.0,1.0,False
2.281,666382ae8e2b0242b661879a,4.0,69,50,2025-04-21 20:35:06.134,357.0,48,far-from-aligned,near-anchor,2,5,2,50,7,line,4,F,5,11,15,7,8,48,6,4,3,6,0,5,1,2,2.0,2.0,False
