selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,A,B,C,D,E,F,G,A_ind,B_ind,C_ind,D_ind,E_ind,F_ind,G_ind,questionID
17,near-aligned,far-anchor,8,4,2,50,46,pie,50,G,39,15,15,3,4,7,17,0,5,4,1,2,6,3,4765
52,far-from-aligned,far-anchor,2,9,2,25,34,line,50,A,52,1,13,13,12,5,4,4,5,6,1,3,2,0,4766
28,near-aligned,near-anchor,3,1,2,50,49,pie,50,E,10,12,12,14,28,13,11,2,1,5,3,4,0,6,4767
35,far-from-aligned,far-anchor,10,5,0,75,35,pie,50,C,1,4,35,17,12,12,19,6,2,3,5,0,4,1,4768
29,near-aligned,near-anchor,4,4,1,50,17,pie,50,F,12,15,9,17,8,29,10,4,3,5,0,2,1,6,4769
50,near-aligned,anchor,0,3,0,25 and 75,22,line,50,E,7,7,11,10,50,9,6,4,1,5,6,3,2,0,4770
16,near-aligned,far-anchor,9,4,1,75,71,line,50,E,14,29,14,13,16,7,7,1,0,3,6,5,2,4,4771
44,near-aligned,far-anchor,6,1,1,0,1,line,50,B,7,44,11,10,7,1,20,5,1,2,4,6,0,3,4772
20,near-aligned,far-anchor,5,1,0,0,1,pie,50,A,20,31,1,20,13,2,13,1,3,0,5,4,6,2,4773
52,far-from-aligned,far-anchor,2,10,2,0,10,pie,50,G,4,5,9,6,14,10,52,2,4,5,6,3,0,1,4774
50,aligned,anchor,0,0,0,0 and 50,0,line,50,F,4,7,1,13,11,50,14,5,1,6,2,4,0,3,4775
20,far-from-aligned,far-anchor,5,5,0,25,20,line,50,B,17,20,7,14,13,24,5,5,2,1,3,0,4,6,4776
37,aligned,far-anchor,12,0,2,75,38,line,50,G,14,3,22,5,6,13,37,0,6,5,3,1,2,4,4777
23,far-from-aligned,near-anchor,2,5,2,50,45,pie,50,E,12,4,28,4,23,8,21,3,6,5,2,4,1,0,4778
51,aligned,far-anchor,1,0,1,25,25,line,50,C,17,4,51,14,4,7,3,6,0,3,1,4,2,5,4779
25,far-from-aligned,anchor,0,7,0,25 and 50,18,line,50,G,8,18,18,23,6,2,25,2,4,0,3,5,6,1,4780
43,aligned,far-anchor,7,0,2,0,0,line,50,D,9,1,12,43,7,19,9,4,2,1,0,3,5,6,4781
33,far-from-aligned,far-anchor,8,8,2,50,9,pie,50,B,5,33,4,26,13,10,9,2,1,6,3,5,4,0,4782
52,far-from-aligned,far-anchor,2,10,2,75,13,line,50,D,6,3,14,52,10,3,12,6,1,5,2,0,3,4,4783
22,near-aligned,near-anchor,3,4,2,50,32,line,50,F,5,8,17,6,27,22,15,6,5,1,3,4,2,0,4784
24,aligned,near-anchor,1,0,1,0,0,pie,50,D,9,2,20,24,13,13,19,3,5,4,0,6,1,2,4785
26,far-from-aligned,near-anchor,1,7,1,25,32,line,50,E,15,4,16,6,26,11,22,2,6,4,1,3,0,5,4786
41,near-aligned,far-anchor,9,4,1,75,30,pie,50,G,16,8,2,15,6,12,41,1,0,5,4,2,6,3,4787
33,far-from-aligned,far-anchor,8,8,2,50,58,pie,50,C,7,12,33,22,6,11,9,3,4,5,2,1,0,6,4788
34,near-aligned,far-anchor,9,3,1,25,22,pie,50,F,13,16,10,11,7,34,9,1,6,5,3,4,2,0,4789
40,aligned,far-anchor,10,0,0,75,35,line,50,B,5,40,4,15,11,4,21,1,4,5,3,0,2,6,4790
24,near-aligned,near-anchor,1,2,1,50,28,pie,50,B,19,24,17,11,8,12,9,4,2,1,0,5,6,3,4791
16,far-from-aligned,far-anchor,9,5,1,50,45,pie,50,C,27,18,16,4,9,12,14,1,4,3,2,5,6,0,4792
31,far-from-aligned,far-anchor,6,6,1,50,56,line,50,B,10,31,11,22,13,3,10,2,5,4,1,6,0,3,4793
24,far-from-aligned,near-anchor,1,9,1,75,66,line,50,D,8,15,10,24,13,18,12,2,4,6,5,0,1,3,4794
32,far-from-aligned,far-anchor,7,6,2,100,62,line,50,B,3,32,13,24,6,17,5,1,5,4,0,6,3,2,4795
39,near-aligned,far-anchor,11,4,1,25,21,line,50,E,9,4,12,4,39,23,9,1,4,0,6,2,3,5,4796
23,aligned,near-anchor,2,0,2,50,50,line,50,F,29,4,11,6,14,23,13,3,2,0,1,6,4,5,4797
27,far-from-aligned,near-anchor,2,9,2,50,59,line,50,A,27,20,14,6,6,5,22,5,1,6,0,4,3,2,4798
37,near-aligned,far-anchor,12,1,2,25,24,line,50,B,8,37,13,11,4,11,16,3,2,1,0,5,6,4,4799
28,near-aligned,near-anchor,3,2,2,0,2,pie,50,C,6,28,28,9,11,2,16,4,5,1,3,6,0,2,4800
15,near-aligned,far-anchor,10,4,0,25,21,pie,51,D,9,9,21,15,14,2,30,2,6,0,1,4,3,5,4801
29,far-from-aligned,near-anchor,4,7,1,25,32,pie,51,C,13,18,29,8,18,1,13,0,2,3,5,6,1,4,4802
48,aligned,near-anchor,2,0,2,50,50,line,51,D,3,11,7,48,8,21,2,3,1,2,5,0,4,6,4803
15,aligned,far-anchor,10,0,0,75,75,line,51,F,18,4,18,6,10,15,29,0,2,3,4,6,5,1,4804
26,far-from-aligned,near-anchor,1,5,1,25,30,pie,51,A,26,11,21,8,15,10,9,2,4,1,3,5,6,0,4805
32,aligned,far-anchor,7,0,2,50,18,pie,51,G,9,8,10,13,19,9,32,5,1,0,4,6,3,2,4806
25,near-aligned,anchor,0,2,0,75 and 100,73,pie,51,A,25,29,16,2,5,1,22,5,1,2,6,3,0,4,4807
31,near-aligned,far-anchor,6,1,1,100,68,pie,51,B,1,31,22,23,7,13,3,6,5,2,3,4,1,0,4808
26,far-from-aligned,near-anchor,1,12,1,25 and 75,37,line,51,A,26,19,8,8,10,6,23,3,6,5,1,4,0,2,4809
35,far-from-aligned,far-anchor,10,7,0,0,7,pie,51,C,12,14,35,16,12,7,4,6,4,1,5,3,0,2,4810
42,far-from-aligned,far-anchor,8,5,2,50,13,line,51,G,5,13,5,7,7,21,42,6,0,3,5,2,4,1,4811
21,aligned,near-anchor,4,0,1,50,29,pie,51,G,5,20,10,19,7,18,21,5,4,1,0,6,3,2,4812
25,aligned,anchor,0,0,0,25 and 50,25,pie,51,B,2,25,18,12,7,13,23,6,2,3,1,4,0,5,4813
39,near-aligned,far-anchor,11,4,1,25,21,line,51,C,14,9,39,9,8,12,9,4,6,2,1,3,0,5,4814
25,far-from-aligned,anchor,0,10,0,50 and 75,40,pie,51,C,17,16,25,19,4,8,11,1,4,3,0,2,5,6,4815
47,near-aligned,near-anchor,3,1,2,25,24,pie,51,A,47,11,6,14,13,5,4,3,6,0,1,5,4,2,4816
17,near-aligned,far-anchor,8,1,2,0,1,line,51,E,12,24,5,30,17,1,11,5,2,4,6,1,0,3,4817
33,far-from-aligned,far-anchor,8,5,2,50,12,line,51,A,33,17,9,12,13,7,9,1,4,6,0,3,2,5,4818
28,aligned,near-anchor,3,0,2,50,22,line,51,G,13,12,24,9,5,9,28,1,4,3,0,5,6,2,4819
16,aligned,far-anchor,9,0,1,75,59,line,51,B,9,16,13,5,6,35,16,5,4,2,0,1,3,6,4820
23,near-aligned,near-anchor,2,3,2,50,30,pie,51,B,2,23,28,9,13,18,7,1,2,0,6,4,3,5,4821
18,aligned,far-anchor,7,0,2,25,25,pie,51,G,6,25,8,5,19,19,18,0,3,5,4,1,6,2,4822
22,near-aligned,near-anchor,3,1,2,25,2,pie,51,D,8,16,2,22,11,17,24,3,6,0,1,4,5,2,4823
26,aligned,near-anchor,1,0,1,50,24,pie,51,A,26,21,3,4,11,14,21,2,6,1,5,4,3,0,4824
39,near-aligned,far-anchor,11,2,1,100,59,line,51,B,10,39,16,12,16,5,2,2,5,4,1,0,3,6,4825
22,far-from-aligned,near-anchor,3,11,2,75 and 75,64,line,51,D,27,6,14,22,5,16,10,4,2,6,5,1,0,3,4826
18,near-aligned,far-anchor,7,2,2,25,5,pie,51,C,22,5,18,5,12,24,14,4,2,1,0,3,5,6,4827
24,near-aligned,near-anchor,1,1,1,75,52,line,51,A,24,7,17,7,17,14,14,4,2,3,5,6,0,1,4828
28,near-aligned,near-anchor,3,3,2,100,69,line,51,G,7,3,13,26,10,13,28,4,6,2,1,3,0,5,4829
52,far-from-aligned,far-anchor,2,10,2,75,13,pie,51,D,10,6,8,52,11,7,6,4,6,5,2,3,0,1,4830
25,far-from-aligned,anchor,0,6,0,0 and 25,6,pie,51,B,10,25,11,9,6,11,28,3,1,5,6,0,4,2,4831
39,near-aligned,far-anchor,11,1,1,50,49,line,51,E,8,12,14,6,39,11,10,1,6,0,2,5,3,4,4832
39,far-from-aligned,far-anchor,11,5,1,75,31,pie,51,A,39,12,24,6,2,5,12,3,6,1,5,2,0,4,4833
34,far-from-aligned,far-anchor,9,5,1,100,61,line,51,B,4,34,18,13,5,3,23,2,5,4,0,6,3,1,4834
46,aligned,near-anchor,4,0,1,50,4,pie,51,G,7,14,4,11,9,9,46,3,6,0,2,5,4,1,4835
24,far-from-aligned,near-anchor,1,5,1,50,31,pie,51,E,5,21,14,24,24,5,7,4,5,6,1,2,3,0,4836
22,far-from-aligned,near-anchor,3,9,2,75,62,line,51,A,22,14,7,5,12,24,16,5,0,1,3,2,4,6,4837
20,far-from-aligned,far-anchor,5,9,0,50,39,pie,51,F,10,16,13,14,12,20,15,6,5,2,1,0,3,4,4838
24,far-from-aligned,near-anchor,1,6,1,50,44,pie,51,C,12,7,24,25,7,13,12,6,0,3,2,5,4,1,4839
55,far-from-aligned,far-anchor,5,9,0,75,11,pie,51,G,12,5,6,8,3,11,55,3,4,6,2,5,0,1,4840
37,near-aligned,far-anchor,12,2,2,50,11,line,51,C,8,20,37,3,10,11,11,6,2,1,4,3,5,0,4841
48,near-aligned,near-anchor,2,4,2,25,21,line,51,G,8,4,12,17,8,3,48,4,1,5,0,6,3,2,4842
50,far-from-aligned,anchor,0,9,0,25 and 75,16,line,51,D,5,12,8,50,13,4,8,5,6,1,2,4,3,0,4843
38,far-from-aligned,far-anchor,12,6,2,25 and 75,31,pie,51,B,21,38,1,6,4,17,13,1,3,5,0,2,6,4,4844
47,aligned,near-anchor,3,0,2,50,3,line,51,D,8,25,1,47,10,6,3,5,4,2,1,3,6,0,4845
37,far-from-aligned,far-anchor,12,5,2,100,58,line,51,F,3,5,16,3,20,37,16,2,6,4,3,0,5,1,4846
37,far-from-aligned,far-anchor,12,6,2,75,32,pie,51,E,14,7,13,11,37,6,12,0,2,5,1,3,6,4,4847
25,near-aligned,anchor,0,4,0,0 and 25,4,line,51,D,9,28,4,25,23,7,4,2,5,0,1,4,3,6,4848
25,far-from-aligned,anchor,0,8,0,0 and 25,8,line,51,F,12,8,21,8,10,25,16,3,2,5,0,6,1,4,4849
47,far-from-aligned,near-anchor,3,11,2,25 and 50,14,pie,51,D,5,7,4,47,15,12,10,3,5,0,2,6,4,1,4850
45,aligned,far-anchor,5,0,0,75,30,pie,51,E,13,12,6,5,45,4,15,2,0,4,1,3,6,5,4851
44,near-aligned,far-anchor,6,4,1,50,46,pie,51,D,10,4,9,44,14,9,10,6,4,2,5,0,1,3,4852
23,aligned,near-anchor,2,0,2,0,0,pie,51,B,29,23,5,11,25,6,1,5,0,3,6,4,1,2,4853
25,aligned,anchor,0,0,0,75 and 100,75,line,51,F,29,8,12,18,3,25,5,4,3,5,1,0,6,2,4854
22,aligned,near-anchor,3,0,2,25,3,pie,51,B,24,22,21,3,12,8,10,6,1,4,0,2,3,5,4855
42,aligned,far-anchor,8,0,2,100,58,pie,51,E,10,6,15,7,42,10,10,3,2,5,0,6,1,4,4856
44,aligned,far-anchor,6,0,1,75,31,pie,51,D,15,8,13,44,9,8,3,2,6,1,3,4,5,0,4857
21,far-from-aligned,near-anchor,4,5,1,25,9,pie,51,C,9,14,21,17,19,15,5,0,3,1,4,5,6,2,4858
38,near-aligned,far-anchor,12,3,2,100,59,pie,51,B,7,38,4,3,9,1,38,3,5,1,6,4,2,0,4859
29,near-aligned,near-anchor,4,4,1,50,17,pie,51,D,16,18,8,29,6,6,17,5,2,6,1,3,4,0,4860
24,far-from-aligned,near-anchor,1,10,1,50,36,pie,51,D,2,18,10,24,14,20,12,2,5,6,3,1,0,4,4861
23,aligned,near-anchor,2,0,2,0,0,line,51,G,11,5,23,4,19,15,23,5,6,4,1,3,2,0,4862
45,far-from-aligned,far-anchor,5,5,0,50,45,line,51,E,6,19,7,7,45,6,10,0,4,3,2,5,1,6,4863
24,far-from-aligned,near-anchor,1,8,1,25,9,line,51,E,5,12,11,30,24,9,9,2,5,3,4,1,0,6,4864
42,aligned,far-anchor,8,0,2,50,8,pie,51,B,13,42,9,8,5,15,8,3,1,5,0,2,4,6,4865
16,near-aligned,far-anchor,9,2,1,75,57,pie,51,G,34,25,6,7,10,2,16,0,5,1,3,2,6,4,4866
21,aligned,near-anchor,4,0,1,100,79,line,51,E,17,22,13,8,21,7,12,3,0,4,1,6,2,5,4867
43,near-aligned,far-anchor,7,2,2,50,5,pie,51,B,7,43,11,5,10,8,16,2,1,4,0,5,3,6,4868
23,far-from-aligned,near-anchor,2,11,2,75,63,line,51,G,14,20,6,17,6,14,23,3,2,0,4,1,6,5,4869
36,aligned,far-anchor,11,0,1,100,64,line,51,D,8,9,8,36,18,9,12,1,4,5,6,0,2,3,4870
47,near-aligned,near-anchor,3,2,2,25,23,line,51,B,15,47,3,5,9,17,4,0,3,2,1,4,5,6,4871
16,near-aligned,far-anchor,9,3,1,75,72,line,51,G,7,20,10,12,17,18,16,3,4,2,6,0,1,5,4872
26,near-aligned,near-anchor,1,3,1,75,46,pie,51,G,11,13,10,14,12,14,26,0,2,1,5,3,6,4,4873
29,far-from-aligned,near-anchor,4,8,1,0,8,line,51,A,29,6,8,6,7,13,31,1,6,0,3,5,2,4,4874
25,aligned,anchor,0,0,0,25 and 50,25,pie,51,D,24,10,4,25,13,15,9,5,1,4,2,3,0,6,4875
26,near-aligned,near-anchor,1,2,1,0,2,line,51,C,9,24,26,14,2,14,11,5,3,1,6,0,2,4,4876
25,near-aligned,anchor,0,1,0,50 and 75,49,pie,51,C,22,7,25,12,14,16,4,6,3,4,0,1,2,5,4877
50,near-aligned,anchor,0,1,0,25 and 75,24,line,51,E,10,11,15,3,50,6,5,1,0,5,2,3,4,6,4878
35,aligned,far-anchor,10,0,0,25,25,line,51,A,35,18,2,3,9,11,22,2,3,4,1,6,5,0,4879
15,near-aligned,far-anchor,10,2,0,75,58,pie,51,A,15,21,6,19,13,7,19,4,6,5,1,2,0,3,4880
45,far-from-aligned,far-anchor,5,8,0,25,17,line,51,E,8,15,9,5,45,8,10,3,5,1,6,2,0,4,4881
40,aligned,far-anchor,10,0,0,75,35,line,51,C,4,2,40,4,21,13,16,6,0,4,2,5,1,3,4882
48,near-aligned,near-anchor,2,3,2,75,30,line,51,A,48,19,3,10,5,8,7,3,2,1,4,5,0,6,4883
33,near-aligned,far-anchor,8,3,2,75,39,line,51,F,6,13,9,2,18,33,19,5,4,6,0,2,3,1,4884
30,near-aligned,far-anchor,5,1,0,0,1,line,51,F,1,4,25,9,16,30,15,0,2,6,3,5,1,4,4885
39,far-from-aligned,far-anchor,11,6,1,50,17,line,51,C,8,15,39,3,12,14,9,3,5,2,0,4,1,6,4886
36,near-aligned,far-anchor,11,4,1,50,10,pie,51,C,13,7,36,10,10,17,7,2,4,1,6,0,3,5,4887
34,aligned,far-anchor,9,0,1,50,16,line,51,D,14,7,5,34,5,19,16,4,5,3,1,2,6,0,4888
54,far-from-aligned,far-anchor,4,9,1,75,12,pie,51,E,14,2,4,5,54,8,13,5,3,0,6,2,1,4,4889
41,far-from-aligned,far-anchor,9,5,1,50,45,line,51,C,6,11,41,7,18,14,3,3,2,5,4,0,6,1,4890
25,aligned,anchor,0,0,0,25 and 50,25,line,51,B,12,25,6,13,13,23,8,1,2,5,0,3,4,6,4891
26,far-from-aligned,near-anchor,1,7,1,100,67,line,51,B,17,26,16,13,18,3,7,2,5,4,1,0,3,6,4892
51,far-from-aligned,far-anchor,1,9,1,25,34,line,51,F,10,12,3,11,4,51,9,3,5,6,2,1,4,0,4893
47,near-aligned,near-anchor,3,3,2,75,31,pie,51,G,13,5,5,18,4,8,47,0,2,3,6,5,1,4,4894
33,far-from-aligned,far-anchor,8,8,2,75,34,pie,51,A,33,5,8,18,5,10,21,3,5,2,6,1,4,0,4895
43,near-aligned,far-anchor,7,3,2,0,3,line,51,G,3,18,9,12,3,12,43,3,6,2,4,0,5,1,4896
36,aligned,far-anchor,11,0,1,50,14,pie,52,E,23,12,3,14,36,2,10,3,6,2,0,1,4,5,4897
27,far-from-aligned,near-anchor,2,11,2,50,61,pie,52,D,11,12,18,27,23,2,7,1,6,0,5,4,3,2,4898
54,far-from-aligned,far-anchor,4,7,1,0,7,pie,52,E,7,6,16,2,54,8,7,0,3,4,2,1,6,5,4899
31,near-aligned,far-anchor,6,3,1,100,66,pie,52,G,7,9,29,15,6,3,31,2,0,3,4,1,6,5,4900
17,aligned,far-anchor,8,0,2,50,50,line,52,D,21,7,33,17,7,12,3,5,0,2,4,1,6,3,4901
29,aligned,near-anchor,4,0,1,50,50,line,52,F,17,10,9,12,4,29,19,0,2,5,6,3,4,1,4902
31,far-from-aligned,far-anchor,6,7,1,75,37,line,52,G,2,8,6,22,13,18,31,6,4,1,5,2,0,3,4903
26,far-from-aligned,near-anchor,1,6,1,75,43,pie,52,G,5,6,10,16,13,24,26,4,1,6,5,2,0,3,4904
47,far-from-aligned,near-anchor,3,7,2,50,10,line,52,D,8,11,12,47,6,10,6,3,5,6,1,4,0,2,4905
31,far-from-aligned,far-anchor,6,9,1,100,60,pie,52,D,15,2,19,31,11,9,13,2,1,4,5,3,6,0,4906
23,far-from-aligned,near-anchor,2,11,2,75,63,line,52,F,4,26,14,13,14,23,6,3,2,0,1,6,5,4,4907
25,far-from-aligned,anchor,0,9,0,75 and 100,66,line,52,A,25,6,9,8,11,15,26,5,0,6,3,1,4,2,4908
42,aligned,far-anchor,8,0,2,50,50,pie,52,G,2,3,8,9,28,8,42,4,2,0,1,3,6,5,4909
28,near-aligned,near-anchor,3,1,2,100,71,pie,52,C,20,7,28,1,26,8,10,4,2,5,6,1,0,3,4910
17,aligned,far-anchor,8,0,2,50,50,pie,52,D,34,4,26,17,7,4,8,3,0,5,4,6,1,2,4911
53,aligned,far-anchor,3,0,2,75,22,pie,52,A,53,6,13,3,6,6,13,3,2,0,1,5,6,4,4912
38,aligned,far-anchor,12,0,2,25,25,line,52,A,38,8,6,17,1,13,17,2,0,4,3,5,6,1,4913
17,aligned,far-anchor,8,0,2,50,33,line,52,D,9,22,19,17,6,3,24,1,5,4,2,6,3,0,4914
18,far-from-aligned,far-anchor,7,8,2,25,15,line,52,E,15,19,7,4,18,23,14,0,4,2,3,1,6,5,4915
25,aligned,anchor,0,0,0,50 and 75,50,line,52,D,10,29,12,25,15,7,2,5,0,2,4,6,3,1,4916
37,near-aligned,far-anchor,12,1,2,25,24,pie,52,G,11,4,7,17,4,20,37,3,6,4,5,1,0,2,4917
30,far-from-aligned,far-anchor,5,8,0,50,58,pie,52,E,11,12,11,25,30,6,5,1,6,2,4,5,0,3,4918
49,aligned,near-anchor,1,0,1,50,1,pie,52,A,49,1,1,2,11,16,20,1,0,6,3,4,5,2,4919
49,near-aligned,near-anchor,1,1,1,50,49,line,52,E,2,11,7,14,49,12,5,6,4,0,3,5,1,2,4920
23,near-aligned,near-anchor,2,2,2,25,23,line,52,A,23,9,3,33,4,14,14,2,1,3,5,6,4,0,4921
43,far-from-aligned,far-anchor,7,7,2,75,39,pie,52,D,17,6,11,43,10,8,5,0,2,1,4,6,5,3,4922
44,far-from-aligned,far-anchor,6,5,1,50,45,line,52,F,11,2,4,7,16,44,16,6,0,3,2,1,5,4,4923
17,aligned,far-anchor,8,0,2,75,75,line,52,D,8,20,8,17,15,26,6,4,2,6,5,3,1,0,4924
39,near-aligned,far-anchor,11,4,1,25,21,pie,52,F,6,7,16,11,7,39,14,4,3,6,5,0,2,1,4925
31,aligned,far-anchor,6,0,1,0,0,line,52,G,20,11,14,10,6,8,31,1,5,6,3,4,2,0,4926
55,near-aligned,far-anchor,5,1,0,25,24,pie,52,C,9,11,55,2,7,15,1,4,5,3,1,0,2,6,4927
18,aligned,far-anchor,7,0,2,50,50,line,52,A,18,4,18,17,21,11,11,4,3,0,1,6,5,2,4928
36,far-from-aligned,far-anchor,11,5,1,75,34,line,52,A,36,6,9,15,9,19,6,3,2,5,4,1,0,6,4929
53,near-aligned,far-anchor,3,1,2,0,1,pie,52,E,1,11,8,3,53,10,14,0,6,2,3,1,5,4,4930
24,aligned,near-anchor,1,0,1,25,25,pie,52,C,14,15,24,10,6,10,21,3,0,2,5,4,1,6,4931
35,near-aligned,far-anchor,10,2,0,100,63,pie,52,F,12,2,18,7,8,35,18,4,6,0,2,1,5,3,4932
50,aligned,anchor,0,0,0,25 and 75,25,line,52,F,5,6,8,6,14,50,11,4,0,2,5,6,3,1,4933
23,far-from-aligned,near-anchor,2,9,2,25,16,pie,52,F,13,11,17,9,11,23,16,2,5,4,6,3,1,0,4934
28,far-from-aligned,near-anchor,3,6,2,75,41,line,52,D,14,7,6,28,22,18,5,1,5,4,3,2,6,0,4935
34,far-from-aligned,far-anchor,9,6,1,25,31,line,52,B,9,34,9,1,15,17,15,5,3,6,2,1,4,0,4936
27,far-from-aligned,near-anchor,2,7,2,75,41,pie,52,C,10,13,27,9,26,2,13,6,4,3,5,1,2,0,4937
33,near-aligned,far-anchor,8,1,2,25,24,pie,52,G,6,16,14,13,8,10,33,3,6,1,4,5,0,2,4938
22,near-aligned,near-anchor,3,3,2,50,47,pie,52,D,15,14,14,22,15,4,16,3,0,1,4,6,2,5,4939
50,far-from-aligned,anchor,0,6,0,25 and 75,19,pie,52,D,7,15,7,50,2,16,3,4,5,6,2,3,1,0,4940
51,far-from-aligned,far-anchor,1,10,1,100,39,line,52,A,51,4,17,10,7,7,4,5,2,1,6,0,3,4,4941
38,near-aligned,far-anchor,12,1,2,50,11,pie,52,G,11,10,8,5,8,20,38,0,5,6,4,2,3,1,4942
28,near-aligned,near-anchor,3,4,2,50,18,line,52,D,16,11,15,28,12,15,3,3,6,4,2,5,0,1,4943
48,far-from-aligned,near-anchor,2,11,2,75,38,pie,52,G,9,5,17,5,15,1,48,5,3,1,6,0,2,4,4944
43,near-aligned,far-anchor,7,2,2,50,5,pie,52,A,43,8,5,23,5,3,13,1,6,0,4,3,2,5,4945
27,near-aligned,near-anchor,2,1,2,50 and 75,49,pie,52,C,26,4,27,3,21,15,4,2,1,4,5,6,0,3,4946
21,near-aligned,near-anchor,4,2,1,75 and 100,77,pie,52,F,17,19,22,16,3,21,2,0,1,2,4,3,5,6,4947
23,near-aligned,near-anchor,2,4,2,50,46,pie,52,A,23,12,16,9,10,22,8,4,3,2,5,1,6,0,4948
35,near-aligned,far-anchor,10,4,0,100,61,line,52,D,4,4,10,35,30,13,4,0,3,4,5,2,1,6,4949
25,near-aligned,anchor,0,3,0,0 and 25,3,pie,52,E,3,23,2,18,25,21,8,0,5,2,3,1,4,6,4950
24,far-from-aligned,near-anchor,1,12,1,75 and 75,63,pie,52,G,13,22,26,8,4,3,24,6,2,1,4,3,0,5,4951
24,near-aligned,near-anchor,1,2,1,50,48,line,52,C,14,14,24,18,12,1,17,5,6,4,0,3,2,1,4952
40,aligned,far-anchor,10,0,0,100,60,pie,52,F,6,4,12,12,2,40,24,3,4,2,0,1,6,5,4953
30,far-from-aligned,far-anchor,5,9,0,50,59,pie,52,D,9,11,23,30,11,7,9,2,6,3,5,0,4,1,4954
48,aligned,near-anchor,2,0,2,25,25,pie,52,F,2,12,13,5,6,48,14,5,4,6,0,1,3,2,4955
25,far-from-aligned,anchor,0,10,0,50 and 75,40,line,52,C,22,20,25,13,7,3,10,5,0,3,2,1,6,4,4956
22,far-from-aligned,near-anchor,3,9,2,75,66,line,52,C,5,11,22,12,20,10,20,0,2,5,6,4,3,1,4957
25,near-aligned,anchor,0,4,0,50 and 75,46,line,52,A,25,7,8,9,16,14,21,4,1,6,3,0,2,5,4958
19,far-from-aligned,far-anchor,6,7,1,75,68,line,52,E,7,18,10,13,19,24,9,3,1,2,6,5,0,4,4959
29,aligned,near-anchor,4,0,1,50,50,line,52,D,16,9,6,29,15,3,22,2,1,5,4,6,0,3,4960
37,near-aligned,far-anchor,12,3,2,100,60,line,52,G,12,6,3,12,14,16,37,3,2,6,4,1,0,5,4961
23,far-from-aligned,near-anchor,2,5,2,25,20,line,52,E,6,6,21,17,23,24,3,4,5,3,1,2,6,0,4962
40,far-from-aligned,far-anchor,10,6,0,75,41,line,52,D,7,12,10,40,7,6,18,5,6,1,4,2,3,0,4963
22,aligned,near-anchor,3,0,2,25,25,line,52,A,22,10,7,12,18,9,22,2,4,0,5,1,6,3,4964
42,near-aligned,far-anchor,8,2,2,50,6,line,52,B,3,42,7,28,6,1,13,4,1,5,3,0,6,2,4965
45,near-aligned,far-anchor,5,1,0,75,29,line,52,A,45,6,4,9,11,6,19,3,5,1,4,6,2,0,4966
25,near-aligned,anchor,0,2,0,50 and 75,48,line,52,B,6,25,19,21,2,9,18,2,4,0,1,3,5,6,4967
52,far-from-aligned,far-anchor,2,10,2,0,10,pie,52,E,6,9,14,10,52,6,3,5,3,6,0,1,2,4,4968
48,aligned,near-anchor,2,0,2,75,27,pie,52,F,9,13,10,4,6,48,10,5,2,6,1,4,3,0,4969
18,far-from-aligned,far-anchor,7,7,2,25,18,pie,52,F,14,24,4,20,2,18,18,6,4,5,2,3,1,0,4970
27,near-aligned,near-anchor,2,2,2,50,52,pie,52,C,10,13,27,24,4,11,11,6,2,4,3,1,0,5,4971
50,far-from-aligned,anchor,0,8,0,25 and 75,17,pie,52,G,11,6,11,5,3,14,50,1,0,6,4,3,5,2,4972
24,near-aligned,near-anchor,1,2,1,75,73,line,52,F,18,8,3,11,12,24,24,1,2,6,4,3,5,0,4973
53,far-from-aligned,far-anchor,3,10,2,0,10,pie,52,C,6,8,53,10,10,5,8,2,4,1,0,6,3,5,4974
28,near-aligned,near-anchor,3,3,2,50,53,line,52,A,28,4,6,22,21,10,9,4,2,1,3,0,6,5,4975
47,far-from-aligned,near-anchor,3,6,2,50,44,pie,52,B,8,47,6,13,12,9,5,1,5,2,3,4,6,0,4976
30,near-aligned,far-anchor,5,2,0,75,43,line,52,G,6,18,9,11,17,9,30,3,5,6,1,0,2,4,4977
23,aligned,near-anchor,2,0,2,25,25,pie,52,G,8,27,14,5,12,11,23,3,6,0,4,5,1,2,4978
25,aligned,anchor,0,0,0,25 and 50,25,pie,52,A,25,12,13,3,16,19,12,2,6,0,5,4,3,1,4979
26,far-from-aligned,near-anchor,1,10,1,100,64,line,52,A,26,6,2,26,16,14,10,5,2,4,0,1,3,6,4980
54,far-from-aligned,far-anchor,4,9,1,100,37,line,52,C,2,20,54,9,6,3,6,0,4,5,6,2,3,1,4981
43,far-from-aligned,far-anchor,7,9,2,25 and 50,16,pie,52,D,10,1,12,43,6,16,12,0,3,4,2,1,5,6,4982
20,near-aligned,far-anchor,5,2,0,75,73,line,52,E,7,31,4,21,20,9,8,6,0,1,4,5,2,3,4983
17,near-aligned,far-anchor,8,3,2,100,80,line,52,C,31,3,17,14,5,13,17,0,6,5,3,2,1,4,4984
47,far-from-aligned,near-anchor,3,9,2,50,41,line,52,F,8,5,11,15,12,47,2,4,2,3,1,6,5,0,4985
29,aligned,near-anchor,4,0,1,100,71,line,52,A,29,3,18,10,19,10,11,6,4,3,1,5,2,0,4986
53,aligned,far-anchor,3,0,2,75,22,pie,52,E,9,8,8,14,53,3,5,1,2,6,5,3,4,0,4987
