selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,A,B,C,D,E,F,G,A_ind,B_ind,C_ind,D_ind,E_ind,F_ind,G_ind,questionID
48,aligned,near-anchor,2,0,2,100,52,pie,5,A,48,4,12,14,3,7,12,6,0,1,2,3,5,4,453
25,far-from-aligned,anchor,0,6,0,25 and 50,19,line,5,E,12,3,15,24,25,17,4,4,3,0,5,2,6,1,454
35,aligned,far-anchor,10,0,0,25,25,line,5,G,22,5,3,5,10,20,35,3,6,4,0,5,1,2,455
32,near-aligned,far-anchor,7,1,2,50,17,pie,5,G,20,6,6,11,8,17,32,3,4,0,1,6,5,2,456
41,aligned,far-anchor,9,0,1,25,25,pie,5,G,9,14,14,6,10,6,41,0,5,6,4,2,1,3,457
22,far-from-aligned,near-anchor,3,8,2,75,67,pie,5,F,6,18,25,11,7,22,11,0,4,3,2,1,5,6,458
28,near-aligned,near-anchor,3,1,2,0,1,line,5,G,6,11,14,25,15,1,28,2,4,6,5,3,0,1,459
25,aligned,anchor,0,0,0,75 and 100,75,pie,5,F,22,19,4,12,15,25,3,1,3,5,0,2,6,4,460
16,near-aligned,far-anchor,9,4,1,50,46,line,5,D,12,11,7,16,23,13,18,2,1,4,3,0,5,6,461
44,aligned,far-anchor,6,0,1,50,6,line,5,E,6,7,19,11,44,9,4,0,2,5,6,1,4,3,462
32,near-aligned,far-anchor,7,1,2,0,1,line,5,D,1,13,6,32,14,26,8,0,5,6,1,2,3,4,463
22,near-aligned,near-anchor,3,2,2,75,73,line,5,F,25,6,18,13,5,22,11,4,2,3,0,6,5,1,464
36,aligned,far-anchor,11,0,1,75,39,pie,5,E,4,11,4,9,36,20,16,0,2,3,6,4,1,5,465
29,far-from-aligned,near-anchor,4,6,1,50,15,line,5,E,2,16,15,24,29,10,4,4,5,0,2,1,3,6,466
26,near-aligned,near-anchor,1,3,1,100,71,pie,5,D,10,3,8,26,30,6,17,4,6,1,5,3,2,0,467
50,aligned,anchor,0,0,0,25 and 75,25,pie,5,F,10,6,11,4,11,50,8,1,6,4,0,2,3,5,468
46,far-from-aligned,near-anchor,4,10,1,25,15,pie,5,G,12,13,3,23,2,1,46,3,1,4,6,0,5,2,469
30,near-aligned,far-anchor,5,4,0,50,16,line,5,D,12,11,11,30,16,10,10,2,3,6,1,0,4,5,470
21,far-from-aligned,near-anchor,4,8,1,50,42,pie,5,D,4,21,24,21,14,5,11,1,6,2,3,0,4,5,471
23,near-aligned,near-anchor,2,1,2,0 and 25,1,pie,5,C,21,1,23,4,18,10,23,4,0,1,3,6,5,2,472
26,far-from-aligned,near-anchor,1,11,1,50,61,pie,5,B,17,26,8,8,17,13,11,2,5,1,3,4,6,0,473
43,far-from-aligned,far-anchor,7,8,2,75,40,pie,5,F,11,9,17,3,9,43,8,2,6,3,1,0,4,5,474
46,aligned,near-anchor,4,0,1,75,29,line,5,E,21,11,4,2,46,4,12,2,6,1,4,3,0,5,475
17,far-from-aligned,far-anchor,8,6,2,75,64,line,5,E,8,11,4,7,17,34,19,0,4,3,1,5,2,6,476
27,far-from-aligned,near-anchor,2,10,2,100,63,line,5,G,18,8,2,10,20,15,27,2,4,0,6,3,1,5,477
25,aligned,anchor,0,0,0,50 and 75,50,line,5,B,14,25,14,7,7,22,11,5,4,1,0,3,2,6,478
20,near-aligned,far-anchor,5,2,0,0,2,pie,5,A,20,2,23,14,15,14,12,1,0,2,6,5,3,4,479
29,near-aligned,near-anchor,4,2,1,50 and 75,48,line,5,G,17,6,8,8,20,12,29,6,5,0,3,1,2,4,480
46,near-aligned,near-anchor,4,1,1,25,24,pie,6,A,46,9,10,11,1,13,10,3,5,6,4,1,0,2,481
24,aligned,near-anchor,1,0,1,50,26,pie,6,A,24,19,5,12,21,12,7,2,0,5,6,4,3,1,482
55,near-aligned,far-anchor,5,1,0,25,24,pie,6,E,6,13,1,6,55,10,9,5,0,1,4,3,2,6,483
48,aligned,near-anchor,2,0,2,75,27,line,6,G,5,14,13,9,7,4,48,5,1,6,2,4,0,3,484
30,far-from-aligned,far-anchor,5,6,0,50,14,line,6,F,6,14,27,8,8,30,7,3,0,2,4,5,1,6,485
29,aligned,near-anchor,4,0,1,25,25,pie,6,C,8,19,29,17,5,19,3,1,4,2,0,5,6,3,486
16,near-aligned,far-anchor,9,1,1,100,83,pie,6,D,14,1,21,16,14,24,10,3,6,0,5,2,1,4,487
21,near-aligned,near-anchor,4,3,1,75,57,line,6,G,6,3,10,19,23,18,21,1,5,2,6,3,0,4,488
52,far-from-aligned,far-anchor,2,5,2,0,5,pie,6,F,1,14,15,2,5,52,11,6,4,5,2,0,1,3,489
49,near-aligned,near-anchor,1,2,1,25,23,line,6,C,10,4,49,4,10,14,9,0,4,3,2,6,5,1,490
27,aligned,near-anchor,2,0,2,0,0,pie,6,G,14,2,23,16,13,5,27,6,3,2,5,1,4,0,491
17,near-aligned,far-anchor,8,4,2,75,71,line,6,F,2,14,14,12,19,17,22,1,0,3,6,2,5,4,492
16,aligned,far-anchor,9,0,1,75,59,pie,6,G,26,12,9,11,13,13,16,0,5,2,1,3,6,4,493
50,aligned,anchor,0,0,0,50 and 100,50,line,6,D,9,19,6,50,3,6,7,5,3,1,6,2,4,0,494
51,far-from-aligned,far-anchor,1,7,1,75,17,pie,6,C,4,10,51,5,18,5,7,5,0,2,4,6,3,1,495
27,far-from-aligned,near-anchor,2,8,2,25,33,pie,6,F,6,7,5,28,11,27,16,2,5,6,4,0,3,1,496
50,far-from-aligned,anchor,0,7,0,25 and 75,18,pie,6,B,11,50,12,7,3,10,7,1,2,6,0,4,5,3,497
54,near-aligned,far-anchor,4,2,1,25 and 75,23,pie,6,B,10,54,9,7,7,4,9,5,3,1,2,0,4,6,498
53,near-aligned,far-anchor,3,2,2,75,20,pie,6,F,7,1,4,16,9,53,10,4,1,6,5,0,3,2,499
16,near-aligned,far-anchor,9,4,1,50,30,line,6,E,22,8,4,20,16,12,18,3,5,4,6,2,1,0,500
18,near-aligned,far-anchor,7,2,2,100,80,line,6,E,2,18,11,9,18,12,30,6,2,3,0,5,1,4,501
19,far-from-aligned,far-anchor,6,7,1,75,68,pie,6,G,18,13,11,24,9,6,19,3,6,2,0,1,4,5,502
19,near-aligned,far-anchor,6,1,1,0,1,pie,6,B,15,19,1,1,19,36,9,4,1,2,0,6,5,3,503
31,near-aligned,far-anchor,6,1,1,75,43,pie,6,E,16,10,10,31,31,1,1,6,5,3,2,4,0,1,504
27,far-from-aligned,near-anchor,2,6,2,50,56,line,6,B,17,27,4,13,17,5,17,1,5,4,2,3,0,6,505
46,near-aligned,near-anchor,4,4,1,50,46,line,6,E,18,8,11,5,46,2,10,4,6,1,3,5,2,0,506
30,far-from-aligned,far-anchor,5,5,0,25,30,pie,6,C,4,8,30,15,11,7,25,1,6,3,2,0,5,4,507
26,near-aligned,near-anchor,1,4,1,100,70,pie,6,F,18,10,4,9,27,26,6,1,3,6,2,4,5,0,508
35,near-aligned,far-anchor,10,1,0,50,49,line,6,B,11,35,5,16,6,20,7,3,5,2,6,0,4,1,509
55,far-from-aligned,far-anchor,5,9,0,25,34,line,6,B,6,55,8,6,11,11,3,4,5,1,3,2,6,0,510
22,far-from-aligned,near-anchor,3,9,2,75,62,pie,6,D,15,7,8,22,22,16,10,2,0,4,5,1,6,3,511
50,near-aligned,anchor,0,4,0,25 and 75,21,pie,6,A,50,14,6,6,5,9,10,3,6,2,1,4,0,5,512
25,aligned,anchor,0,0,0,0 and 25,0,pie,6,F,6,12,16,17,14,25,10,4,6,2,1,5,0,3,513
55,far-from-aligned,far-anchor,5,7,0,100,38,line,6,D,8,9,16,55,3,2,7,0,1,2,5,4,3,6,514
15,aligned,far-anchor,10,0,0,100,85,pie,6,A,15,14,32,10,7,21,1,6,2,3,1,4,5,0,515
33,aligned,far-anchor,8,0,2,0,0,pie,6,B,17,33,11,14,2,13,10,2,0,5,3,6,4,1,516
26,far-from-aligned,near-anchor,1,12,1,25 and 75,37,pie,6,B,6,26,1,8,23,18,18,5,3,2,6,4,0,1,517
25,aligned,anchor,0,0,0,50 and 75,50,line,6,A,25,9,18,12,17,8,11,4,3,1,2,5,6,0,518
32,aligned,far-anchor,7,0,2,50,50,line,6,G,4,12,14,21,8,9,32,6,0,5,1,3,2,4,519
39,aligned,far-anchor,11,0,1,100,61,pie,6,D,12,3,6,39,17,7,16,2,4,5,6,3,0,1,520
15,aligned,far-anchor,10,0,0,25,10,line,6,E,14,8,10,19,15,13,21,4,3,0,5,1,6,2,521
16,near-aligned,far-anchor,9,3,1,50,31,pie,6,D,8,12,13,16,19,10,22,5,1,6,2,0,3,4,522
25,aligned,anchor,0,0,0,75 and 100,75,pie,6,C,23,5,25,4,12,9,22,2,0,6,5,3,4,1,523
22,near-aligned,near-anchor,3,2,2,50,30,pie,6,F,33,14,2,16,6,22,7,5,1,3,0,4,2,6,524
26,far-from-aligned,near-anchor,1,11,1,100,63,pie,6,D,24,15,14,26,5,5,11,2,1,4,5,3,0,6,525
28,near-aligned,near-anchor,3,4,2,75,43,line,6,B,22,28,14,7,10,14,5,5,4,1,6,3,0,2,526
25,far-from-aligned,anchor,0,6,0,75 and 100,69,pie,6,A,25,13,15,6,7,18,16,5,0,1,6,4,3,2,527
53,aligned,far-anchor,3,0,2,100,47,pie,6,B,6,53,3,6,13,7,12,4,6,0,1,3,5,2,528
39,near-aligned,far-anchor,11,4,1,50,46,line,6,C,22,15,39,3,3,10,8,3,6,5,1,2,4,0,529
23,far-from-aligned,near-anchor,2,8,2,25,10,line,6,F,12,2,21,6,10,23,26,5,2,3,6,0,1,4,530
29,near-aligned,near-anchor,4,4,1,50,17,line,6,A,29,5,9,17,9,16,15,1,4,6,0,5,2,3,531
27,near-aligned,near-anchor,2,3,2,50,20,pie,6,D,29,14,2,27,8,4,16,5,6,4,2,3,1,0,532
19,near-aligned,far-anchor,6,2,1,25,23,line,6,A,19,13,12,23,4,19,10,2,1,3,6,5,4,0,533
27,far-from-aligned,near-anchor,2,8,2,50,15,line,6,C,2,14,27,9,17,15,16,3,4,1,6,5,0,2,534
18,far-from-aligned,far-anchor,7,9,2,50 and 50,41,line,6,D,6,27,6,18,7,8,28,6,1,0,3,4,2,5,535
33,far-from-aligned,far-anchor,8,5,2,100,62,line,6,C,9,6,33,5,23,12,12,0,4,5,6,1,3,2,536
50,near-aligned,anchor,0,2,0,0 and 50,2,pie,6,B,10,50,2,5,9,11,13,6,1,0,2,4,5,3,537
50,near-aligned,anchor,0,3,0,25 and 75,22,line,6,A,50,11,7,9,5,2,16,3,0,5,2,4,1,6,538
24,far-from-aligned,near-anchor,1,8,1,50,34,line,6,D,9,13,13,24,11,8,22,6,1,2,3,4,0,5,539
33,far-from-aligned,far-anchor,8,5,2,50,12,line,6,G,11,12,17,4,8,15,33,6,0,5,4,2,3,1,540
19,near-aligned,far-anchor,6,3,1,25,22,pie,6,C,9,12,19,27,12,8,13,1,3,2,6,4,5,0,541
43,aligned,far-anchor,7,0,2,50,7,pie,6,B,7,43,10,7,16,15,2,4,1,5,0,6,2,3,542
44,near-aligned,far-anchor,6,2,1,50,4,pie,6,E,10,2,14,4,44,18,8,3,2,6,0,1,4,5,543
53,near-aligned,far-anchor,3,3,2,0,3,line,6,F,15,3,4,5,6,53,14,3,0,2,4,6,1,5,544
18,far-from-aligned,far-anchor,7,8,2,25,15,line,6,D,22,14,21,18,15,8,2,3,5,6,1,0,4,2,545
46,near-aligned,near-anchor,4,1,1,100,53,line,6,E,13,4,9,1,46,13,14,2,3,0,6,5,1,4,546
29,far-from-aligned,near-anchor,4,5,1,25,30,line,6,G,9,6,14,21,14,7,29,1,4,2,5,6,0,3,547
51,far-from-aligned,far-anchor,1,7,1,100,42,line,6,G,1,7,15,9,7,10,51,2,6,3,4,1,0,5,548
42,aligned,far-anchor,8,0,2,75,33,line,6,B,11,42,5,13,7,13,9,0,3,5,6,4,1,2,549
25,far-from-aligned,anchor,0,7,0,50 and 75,43,line,6,A,25,2,26,15,2,20,10,3,5,0,1,2,6,4,550
33,near-aligned,far-anchor,8,3,2,50,47,line,6,F,6,5,23,14,15,33,4,6,0,1,5,2,4,3,551
22,far-from-aligned,near-anchor,3,7,2,50,35,pie,6,E,5,2,19,11,22,34,7,0,6,1,2,3,4,5,552
52,near-aligned,far-anchor,2,3,2,75,20,line,6,G,9,12,5,1,6,15,52,4,3,0,6,5,1,2,553
17,aligned,far-anchor,8,0,2,50,33,line,6,F,18,15,11,13,12,17,14,0,1,6,3,4,2,5,554
26,near-aligned,near-anchor,1,3,1,50,53,pie,6,C,9,9,26,30,18,3,5,1,3,4,0,5,6,2,555
22,far-from-aligned,near-anchor,3,9,2,75,62,line,6,A,22,20,9,8,5,16,20,5,2,4,3,1,6,0,556
34,far-from-aligned,far-anchor,9,6,1,100,60,pie,6,B,13,34,6,10,11,20,6,2,5,6,1,3,4,0,557
52,far-from-aligned,far-anchor,2,10,2,0,10,pie,6,C,10,5,52,6,8,17,2,0,3,1,6,4,2,5,558
26,aligned,near-anchor,1,0,1,100,74,pie,6,A,26,7,13,13,11,18,12,6,4,2,0,5,3,1,559
22,far-from-aligned,near-anchor,3,9,2,25,12,pie,6,C,12,14,22,11,11,25,5,0,5,1,2,3,4,6,560
15,far-from-aligned,far-anchor,10,5,0,25 and 50,30,line,6,G,11,16,1,26,14,17,15,6,1,3,4,0,5,2,561
26,aligned,near-anchor,1,0,1,0,0,pie,6,B,3,26,25,26,6,9,5,6,0,5,3,4,1,2,562
46,aligned,near-anchor,4,0,1,75,29,line,6,A,46,8,4,9,3,12,18,3,2,5,6,1,4,0,563
47,near-aligned,near-anchor,3,2,2,50,5,pie,6,A,47,9,6,8,13,5,12,1,4,2,6,3,0,5,564
32,far-from-aligned,far-anchor,7,6,2,0,6,pie,6,E,9,6,8,3,32,15,27,3,0,5,4,1,2,6,565
18,aligned,far-anchor,7,0,2,50,50,line,6,D,14,18,18,18,6,2,24,5,6,0,4,1,2,3,566
37,far-from-aligned,far-anchor,12,5,2,50,8,pie,6,E,17,2,9,8,37,15,12,3,5,6,0,1,2,4,567
26,far-from-aligned,near-anchor,1,6,1,0,6,line,6,D,6,3,3,26,31,14,17,0,2,6,1,4,5,3,568
28,far-from-aligned,near-anchor,3,6,2,25,31,pie,6,A,28,20,11,18,10,8,5,3,5,4,0,6,2,1,569
23,aligned,near-anchor,2,0,2,100,77,line,6,E,26,8,3,14,23,21,5,1,5,3,4,6,0,2,570
24,aligned,near-anchor,1,0,1,75,51,line,6,E,14,21,2,24,24,1,14,2,3,0,5,4,6,1,571
31,far-from-aligned,far-anchor,6,5,1,100,64,pie,6,A,31,7,7,5,17,27,6,5,3,4,6,2,1,0,572
23,aligned,near-anchor,2,0,2,75,75,line,6,E,22,2,9,10,23,20,14,0,6,4,3,5,2,1,573
25,near-aligned,anchor,0,1,0,75 and 100,74,line,6,G,10,7,13,1,21,23,25,2,3,1,6,0,4,5,574
44,aligned,far-anchor,6,0,1,25,25,line,6,G,13,5,17,4,7,10,44,1,0,6,5,2,4,3,575
25,far-from-aligned,anchor,0,8,0,75 and 100,67,line,6,F,17,18,8,4,10,25,18,1,2,6,3,0,5,4,576
52,far-from-aligned,far-anchor,2,5,2,100,43,pie,7,B,6,52,7,5,6,11,13,1,5,0,6,2,3,4,577
22,aligned,near-anchor,3,0,2,25,25,pie,7,C,15,19,22,16,4,6,18,3,0,2,4,5,1,6,578
50,near-aligned,anchor,0,2,0,0 and 50,2,pie,7,G,9,4,4,13,2,18,50,5,6,4,2,0,3,1,579
44,near-aligned,far-anchor,6,4,1,25,21,line,7,C,7,16,44,7,6,14,6,1,6,2,3,4,0,5,580
49,aligned,near-anchor,1,0,1,0,0,line,7,G,8,12,5,10,2,14,49,1,6,5,2,4,3,0,581
15,far-from-aligned,far-anchor,10,5,0,25 and 50,30,pie,7,F,7,11,12,19,11,15,25,3,4,5,1,0,2,6,582
25,aligned,anchor,0,0,0,0 and 25,0,line,7,A,25,10,31,8,13,6,7,0,5,6,2,3,4,1,583
48,aligned,near-anchor,2,0,2,100,52,pie,7,F,9,8,5,20,3,48,7,1,2,5,4,0,6,3,584
33,far-from-aligned,far-anchor,8,7,2,25,32,pie,7,C,27,3,33,12,2,14,9,2,0,3,5,1,4,6,585
22,far-from-aligned,near-anchor,3,10,2,75,63,line,7,A,22,15,31,7,12,3,10,5,6,4,2,3,1,0,586
31,aligned,far-anchor,6,0,1,50,19,pie,7,E,6,14,5,28,31,14,2,4,1,0,3,2,6,5,587
22,near-aligned,near-anchor,3,1,2,100,77,line,7,B,12,22,13,22,1,19,11,1,5,4,0,6,2,3,588
46,far-from-aligned,near-anchor,4,8,1,50,12,pie,7,D,7,4,12,46,6,4,21,6,5,0,1,2,4,3,589
48,near-aligned,near-anchor,2,3,2,50,47,line,7,A,48,9,7,8,5,5,18,5,0,1,4,2,6,3,590
22,far-from-aligned,near-anchor,3,8,2,50,36,line,7,C,30,20,22,4,9,7,8,4,2,3,5,0,1,6,591
21,aligned,near-anchor,4,0,1,50,50,pie,7,D,23,6,9,21,13,24,4,6,5,2,4,1,3,0,592
41,near-aligned,far-anchor,9,2,1,75,32,line,7,F,4,6,15,9,14,41,11,6,1,0,4,5,3,2,593
35,near-aligned,far-anchor,10,3,0,0,3,line,7,F,7,14,14,15,3,35,12,5,2,3,4,0,1,6,594
27,far-from-aligned,near-anchor,2,11,2,50,61,pie,7,F,9,6,15,20,12,27,11,3,2,4,0,6,5,1,595
31,far-from-aligned,far-anchor,6,9,1,75,35,pie,7,C,11,15,31,7,16,6,14,6,1,3,4,5,0,2,596
47,aligned,near-anchor,3,0,2,25,25,line,7,E,20,6,2,8,47,9,8,6,4,5,0,3,1,2,597
51,far-from-aligned,far-anchor,1,9,1,75,15,line,7,A,51,3,15,6,10,8,7,2,3,5,4,6,1,0,598
33,near-aligned,far-anchor,8,3,2,0,3,line,7,E,22,6,19,3,33,15,2,4,5,2,0,1,6,3,599
35,near-aligned,far-anchor,10,3,0,50,47,pie,7,D,10,2,18,35,16,12,7,1,6,2,4,5,3,0,600
50,far-from-aligned,anchor,0,11,0,25 and 75,14,pie,7,D,6,6,13,50,11,8,6,0,5,4,2,6,1,3,601
33,far-from-aligned,far-anchor,8,5,2,0,5,line,7,B,6,33,5,6,10,35,5,4,1,3,2,5,6,0,602
17,near-aligned,far-anchor,8,1,2,100,82,pie,7,A,17,37,22,9,1,10,4,5,4,2,0,6,3,1,603
47,far-from-aligned,near-anchor,3,9,2,25,16,line,7,B,9,47,7,17,9,6,5,1,2,0,5,4,6,3,604
52,near-aligned,far-anchor,2,2,2,25,27,pie,7,F,11,9,4,12,5,52,7,1,2,4,5,6,3,0,605
19,far-from-aligned,far-anchor,6,7,1,50,43,line,7,B,4,19,27,10,12,20,8,1,3,2,4,0,6,5,606
19,far-from-aligned,far-anchor,6,5,1,50,36,line,7,B,13,19,27,18,14,5,4,6,3,4,0,2,5,1,607
28,near-aligned,near-anchor,3,2,2,75,45,pie,7,D,7,8,9,28,5,22,21,2,3,1,4,6,5,0,608
24,near-aligned,near-anchor,1,4,1,25,21,line,7,B,15,24,11,22,11,7,10,3,2,0,4,5,6,1,609
28,far-from-aligned,near-anchor,3,8,2,25,33,pie,7,E,13,3,11,25,28,11,9,2,4,6,5,3,1,0,610
55,far-from-aligned,far-anchor,5,7,0,100,38,pie,7,D,4,11,13,55,7,7,3,2,1,0,5,4,6,3,611
43,far-from-aligned,far-anchor,7,8,2,75,40,pie,7,F,13,5,1,17,5,43,16,2,3,5,1,0,4,6,612
17,far-from-aligned,far-anchor,8,8,2,25,17,line,7,E,17,18,1,25,17,15,7,0,2,5,3,1,6,4,613
45,far-from-aligned,far-anchor,5,9,0,25,16,line,7,G,9,12,12,6,6,10,45,3,6,5,4,1,0,2,614
49,near-aligned,near-anchor,1,4,1,25,21,line,7,D,20,3,1,49,10,12,5,1,5,0,2,6,3,4,615
29,far-from-aligned,near-anchor,4,7,1,50,57,pie,7,E,5,14,16,3,29,14,19,3,6,1,2,5,4,0,616
43,aligned,far-anchor,7,0,2,50,7,line,7,A,43,5,7,17,5,15,8,1,2,0,6,3,4,5,617
54,near-aligned,far-anchor,4,3,1,0,3,line,7,D,10,3,7,54,5,8,13,5,0,2,1,6,4,3,618
47,aligned,near-anchor,3,0,2,50,50,pie,7,A,47,5,10,17,16,3,2,5,4,3,1,0,6,2,619
48,aligned,near-anchor,2,0,2,75,27,line,7,A,48,8,15,2,13,4,10,3,1,2,6,5,0,4,620
17,aligned,far-anchor,8,0,2,0,0,line,7,A,17,5,22,7,13,12,24,0,4,1,3,5,6,2,621
54,near-aligned,far-anchor,4,2,1,75,19,pie,7,E,5,7,14,6,54,7,7,0,3,1,4,2,6,5,622
51,far-from-aligned,far-anchor,1,7,1,25,32,line,7,B,6,51,14,6,10,6,7,1,4,0,2,5,3,6,623
30,aligned,far-anchor,5,0,0,50,20,pie,7,B,3,30,13,19,16,7,12,4,2,0,6,5,1,3,624
24,near-aligned,near-anchor,1,3,1,75,72,line,7,F,12,13,4,28,7,24,12,4,2,6,3,1,5,0,625
50,near-aligned,anchor,0,3,0,25 and 75,22,pie,7,F,9,9,5,4,13,50,10,4,6,1,2,0,3,5,626
29,near-aligned,near-anchor,4,2,1,100,69,line,7,B,10,29,21,22,3,2,13,2,5,1,4,0,6,3,627
18,far-from-aligned,far-anchor,7,6,2,75,69,line,7,G,17,13,8,9,12,23,18,4,6,1,0,3,2,5,628
55,aligned,far-anchor,5,0,0,0,0,line,7,B,4,55,14,2,9,8,8,3,0,6,4,2,1,5,629
24,near-aligned,near-anchor,1,4,1,25,5,pie,7,A,24,12,32,13,5,9,5,1,2,5,6,0,3,4,630
28,far-from-aligned,near-anchor,3,9,2,50,59,pie,7,G,10,17,11,14,13,7,28,0,3,2,4,6,1,5,631
25,aligned,anchor,0,0,0,25 and 50,25,pie,7,G,5,6,24,12,20,8,25,1,5,4,6,0,3,2,632
23,near-aligned,near-anchor,2,1,2,50,49,pie,7,B,15,23,13,14,16,6,13,6,4,0,1,2,3,5,633
22,aligned,near-anchor,3,0,2,25,25,line,7,G,3,10,22,19,9,15,22,0,4,1,5,6,3,2,634
18,near-aligned,far-anchor,7,1,2,0,1,pie,7,B,18,18,1,18,16,10,19,6,1,0,3,5,2,4,635
25,aligned,anchor,0,0,0,75 and 100,75,pie,7,F,19,18,9,14,11,25,4,4,5,3,2,1,6,0,636
27,far-from-aligned,near-anchor,2,10,2,75,38,line,7,D,16,3,19,27,17,14,4,2,1,0,3,6,5,4,637
49,aligned,near-anchor,1,0,1,50,50,line,7,F,11,18,4,3,14,49,1,3,1,4,0,2,5,6,638
17,far-from-aligned,far-anchor,8,6,2,50,44,pie,7,F,16,9,16,11,19,17,12,4,1,0,5,2,3,6,639
47,near-aligned,near-anchor,3,4,2,50,46,pie,7,B,6,47,6,7,7,26,1,2,5,0,6,4,3,1,640
33,aligned,far-anchor,8,0,2,50,50,pie,7,F,13,14,8,9,9,33,14,3,1,6,5,2,4,0,641
37,near-aligned,far-anchor,12,4,2,50,9,line,7,D,12,10,9,37,21,6,5,3,5,0,1,4,2,6,642
54,near-aligned,far-anchor,4,4,1,100,42,pie,7,C,4,11,54,4,8,16,3,6,4,5,3,0,1,2,643
32,near-aligned,far-anchor,7,4,2,25,29,pie,7,B,7,32,20,5,12,15,9,6,3,4,0,5,1,2,644
45,aligned,far-anchor,5,0,0,0,0,pie,7,E,6,2,19,13,45,4,11,4,3,6,2,0,1,5,645
30,near-aligned,far-anchor,5,2,0,50,18,pie,7,D,28,10,10,30,4,15,3,6,4,5,2,3,1,0,646
29,near-aligned,near-anchor,4,3,1,50,18,pie,7,G,17,12,13,10,8,11,29,5,3,6,0,1,4,2,647
27,far-from-aligned,near-anchor,2,8,2,75,40,line,7,D,7,7,10,27,17,9,23,2,5,1,3,6,4,0,648
24,far-from-aligned,near-anchor,1,7,1,25,8,line,7,C,22,3,24,10,19,14,8,5,6,1,4,3,2,0,649
52,near-aligned,far-anchor,2,4,2,75,19,line,7,G,5,6,3,13,8,13,52,5,0,4,6,3,1,2,650
31,near-aligned,far-anchor,6,3,1,75,41,line,7,B,14,31,8,18,10,12,7,1,4,0,5,6,3,2,651
15,aligned,far-anchor,10,0,0,50,35,pie,7,A,15,9,18,15,12,14,17,2,6,1,5,4,3,0,652
30,far-from-aligned,far-anchor,5,7,0,25,32,line,7,C,17,5,30,20,10,11,7,4,1,3,2,6,5,0,653
25,far-from-aligned,anchor,0,8,0,50 and 75,42,line,7,C,9,6,25,20,13,18,9,6,5,3,1,0,4,2,654
47,aligned,near-anchor,3,0,2,100,53,pie,7,C,12,9,47,13,4,10,5,0,1,6,5,2,4,3,655
28,far-from-aligned,near-anchor,3,9,2,50,59,line,7,F,18,5,13,14,11,28,11,0,2,6,3,4,5,1,656
42,near-aligned,far-anchor,8,1,2,0,1,pie,7,G,17,15,9,1,9,7,42,6,5,4,0,2,3,1,657
32,near-aligned,far-anchor,7,4,2,50,14,line,7,E,16,16,7,14,32,8,7,3,6,4,0,1,2,5,658
54,aligned,far-anchor,4,0,1,100,46,line,7,E,5,21,6,7,54,6,1,4,0,2,3,6,1,5,659
42,aligned,far-anchor,8,0,2,75,33,pie,7,G,14,10,11,9,6,8,42,0,2,6,1,5,4,3,660
25,far-from-aligned,anchor,0,9,0,0 and 25,9,line,7,D,9,9,11,25,23,20,3,2,0,3,1,5,4,6,661
50,near-aligned,anchor,0,1,0,25 and 75,24,line,7,B,5,50,19,2,13,1,10,6,3,5,4,2,0,1,662
44,aligned,far-anchor,6,0,1,25,25,line,7,D,16,12,8,44,4,5,11,5,2,0,3,6,1,4,663
50,near-aligned,anchor,0,1,0,0 and 50,1,line,7,G,1,6,15,7,4,17,50,0,5,4,6,2,3,1,664
22,far-from-aligned,near-anchor,3,6,2,75,59,pie,7,E,19,4,20,16,22,11,8,6,2,1,4,5,0,3,665
20,aligned,far-anchor,5,0,0,25,5,line,7,D,17,9,28,20,5,10,11,6,5,3,1,0,2,4,666
50,aligned,anchor,0,0,0,50 and 100,50,line,7,D,9,8,1,50,12,9,11,2,5,0,6,1,3,4,667
33,far-from-aligned,far-anchor,8,6,2,75,36,pie,7,G,4,6,14,11,18,14,33,2,4,0,5,1,6,3,668
52,far-from-aligned,far-anchor,2,9,2,100,39,pie,7,G,7,5,7,9,14,6,52,2,1,3,6,4,0,5,669
29,far-from-aligned,near-anchor,4,7,1,0,7,pie,7,E,7,14,15,7,29,5,23,6,4,5,0,1,2,3,670
21,near-aligned,near-anchor,4,2,1,25 and 50,27,pie,7,C,21,6,21,4,10,13,25,1,0,2,3,5,4,6,671
25,far-from-aligned,anchor,0,8,0,0 and 25,8,pie,7,B,32,25,8,9,8,11,7,6,1,3,5,0,2,4,672
22,near-aligned,near-anchor,3,3,2,75,72,line,8,B,3,22,15,32,10,6,12,0,5,4,1,3,6,2,673
16,far-from-aligned,far-anchor,9,5,1,25,20,pie,8,B,18,16,20,16,13,1,16,4,1,0,6,3,5,2,674
20,near-aligned,far-anchor,5,1,0,0,1,pie,8,C,19,1,20,7,13,22,18,2,0,1,3,4,5,6,675
26,far-from-aligned,near-anchor,1,11,1,100,63,pie,8,B,6,26,6,8,18,25,11,0,5,2,4,3,1,6,676
50,aligned,anchor,0,0,0,0 and 50,0,line,8,A,50,7,16,3,1,16,7,0,3,2,4,6,5,1,677
23,near-aligned,near-anchor,2,1,2,50,49,line,8,A,23,6,12,24,8,20,7,4,2,1,0,5,6,3,678
16,near-aligned,far-anchor,9,3,1,75,72,line,8,B,19,16,12,13,12,10,18,3,5,4,1,6,0,2,679
